topic	tweet_id	text	claim
LESA	23	"@realDonaldTrump Um...aren't you the person who said the cure might involve drinking bleach?? Or taking a medication that was not recommended? I think the best way to ""stay safe"" would be to stop listening to your uninformed and dangerous nonsense!!!! #COVID19 #TrumpIsNotADoctor"	1
LESA	24	"@JScottPatterson @JuddApatow Who hasn’t, at least once, thought:

#COVID19 Cure is:

Lysol
Ajax
Ginger
Bananas

#TrumpIsA_DANGER_ToAmerica        

#Trump Must GO in November!

  #UNFIT                         #ETTD"	1
LESA	25	@MichaelKors @womenforwomenUK ask if true your bags are made of cruel dog hides from China-pls say not true? I'd have to dump mine if it is.— Barbara Taylor (@BarbaraPTaylor) October 21, 2016	1
LESA	26	Are young conservatives trolling Trump or are they just stupid? Trump spoke at Turning Point in front of a fake presidential seal featuring the Russian Coat of Arms & golf clubs created to illustrate his love for Putin and the fact he’s spent 30% of his term playing golf #Trimppic.twitter.com/B7vEunRoC6 — Bryan Dawson (@BryanDawsonUSA) July 25, 2019	1
LESA	27	"“#Hydrochloroquine is the CURE for #Covid19, and Democrat controlled #FakeNews media doesn't want anyone to know it.” 

https://t.co/Y4ItVcuHHK https://t.co/AsjvmSNdR4"	1
LESA	28	"@KimIversenShow I think you can see the timeline, Kim. The question is, what does it all mean?

Hints: What part China AND the World Bank in Event 201? What were the links between Wuhan biosec/bioweapons research and the West?

Blame China? Blame US? Nations are pawns sometimes. 

Cui bono?"	1
LESA	29	@moreki_mo @solange_lebourg Maybe COVID-19 might be the cure, not the disease for stupidity	1
LESA	30	"Keep in mind this is the same country that suppresses &amp; dilute the cures to aids &amp; cancer then make you pay for a half ass supplement drug, 
 This coronvirus shit ain’t never going away! @CNN 
 🇺🇸 🇺🇸
 #Governmentcoverup 
 #GoodFriday2020 
 #HappyEaster 
 #coronavirus 
 #pharmaceuticals"	1
LESA	31	Yes, this is really @DarrellIssa on the roof of his district office building. Too afraid to come speak with assembled constituents below. pic.twitter.com/wCYRjO8Ev8 — Mike Levin (@MikeLevinCA) May 30, 2017	1
LESA	32	So #Trump has devised a 'cure' for #Covid19 ; 'injections of disinfectant' which oblitorates the disease. Unfortunately, it would also prove quite fatal! Simply astounding.	1
LESA	33	@DomWPC @Bc_ology You can die of the run of the mill flu virus, even with a completely healthy &amp; functional immune system, but sure this new Coronavirus is somehow less deadly than that 🙄	1
LESA	34	There’s a global pandemic &amp; this asshole is on another ego trip (maybe the cocaine’s kicked in?). https://t.co/8sPb5xK0MD	1
LESA	35	@CDCgov Are u sure it’s not diptheria? It can cause similar symptoms. Watching a movie about Balto &amp; Togo. Sounds so much similar!! Ppl can carry diphtheria just like Corona without knowing it. #coronavirus #cdc #hopingforacure	1
LESA	36	"@scrowder I think, based on theory/movies, that a cure for #COVID19 can be found from a baby in the womb of a previously infected women who got through it, the then born child should be immune to the virus, which then can be used to create the cure for everyone else.

#Ccot #USA #PJnet #1A"	1
LESA	37	@JSH_cbAffiliate @thehill Seek a cure for your #tds it’s worse than #COVID19	1
LESA	38	"😷mask👇️👀
https://t.co/FrBFeTFgSu
#Japanesefacemask  #mask #virus
#Coronavirus
Make only with handkerchief and hair elastic‼️
It can't stop the virus. It prevents your cough from splashing around. https://t.co/zbdrkOMW1I"	1
LESA	39	"Wait o, young pipo dey immune to #coronavirus? No.

Know why for #Covid19in60seconds by #BBCNewsIgbo https://t.co/nFDxBAXbyW"	1
LESA	40	For those who thought injecting disinfectants was the #cure for #COVID19 , here's a DIY for #UVlighttherapy...#glowsticks in the bath tub!💡🛀 https://t.co/8eGg4NLyf7	1
LESA	41	This is crazy! #CapeTown #capestorm #weatherforecast pic.twitter.com/3bcKOKrCJB — RyGuySA (@RyGuySA) June 7, 2017	1
LESA	42	Justin Trudeau approved transfer of lethal virus to Chinese bio weapons lab in Wuhan..??..!!..Geezus!! https://t.co/QxPRWdUFX8	1
LESA	43	as announced by the doh there is a covid19 patient currently confined in medical city pasig there is also a covid19 patient who is a pasig resident but is currently confined in a private hospital outside of pasig the lgu is closely coordinating with the doh	1
LESA	44	@kirstiealley I’m pretty sure communist China released the virus 🦠 at this event to infect the military of the 109 nations in attendance. BioWarfare. #CCP #CCPVirus #COVID2019 #CoronavirusPandemic #StayAtHome #WWG1WGA 🇺🇸😎🤙🍿 https://t.co/A1z8vcqopf	1
LESA	45	"A potential #coronavirus vaccine developed in China (Ad5-nCoV, from CanSino Biologic) appears to provoke neutralizing antibodies in dozens of patients in an early-stage clinical trial.

https://t.co/AHqyzZMTDa #SARSCoV2 #COVID19 https://t.co/ox56Ufm6P2"	1
LESA	46	If a dreaded Straight White Male creates a vaccine or cure, we should reject it until a more diverse person discovers one. It’s only fair..... https://t.co/XEP2dTminl	1
LESA	47	"@realDonaldTrump Dr. Sankaran homeopath treated Iranian Coronavirus patients with Camphora 1M and 10 M successfully.https://t.co/Mz2fl0FVNM
Save life simple ways. Prevention &amp;cure vital. Either vaccine or low cost camphor. It keeps off viruses. It's power rescues life from respiratory distress."	1
LESA	48	@JWonggg Gotta watch out for people like that. People who think coronavirus isn't real or is just a flu are probably likely to contract the virus themselves.	1
LESA	49	friendly reminder that China’s bio-weapon lab just happened to be in Wuhan #Covid_19 #coronavirus https://t.co/W63PNuiua0	1
LESA	50	coincidence soros warned davos guests that us economy was headed for a calamity ahead of the election the coronavirus panic is the perfect setup to tank the markets	1
LESA	51	The #Healthcrats #cure is proving worse than the #disease | #unprepared #COVID19 #coronavirus #FlattenTheCurve https://t.co/AAjlIBxa5z	1
LESA	52	todays coronavirus recap 93164 confirmed cases globally 3199 deaths 90 of new cases from flag of iran flag of italy flag of south korea covid19 deadlier than flu but doesnt spread as easily containment still a top earth globe europeafrica priority ppe supply is rapidly depleting increase in production needed	1
LESA	53	RT @georgialnb: I swear ginger and garlic be the cure to everyting 😂😂😂😭😭😭	1
LESA	54	Im immune to the coronavirus. That shit can catch fade with me anyday	1
LESA	55	@CyrusAParsa1 @MariaBartiromo @TuckerCarlson #Covid19 is a lab created #bioweapon not some random anomaly from a nasty ass chinese diet. 🤨	1
LESA	56	dear coronavirus cases grew to over 1000 tonight with at least 31 deaths virus has spread to 38 states can you tweet about 1 when are we going to get sufficient numbers of test kits amp 2 if the labs have the materials they need that would be helpful	1
LESA	57	Good God! Ilhan Omar, the congresswoman that Laura Loomer tried to warn up about, writes letter asking judge for “compassion” in ISIS recruit sentencing She needs to resign! https://t.co/ky1J6hLsUp — Jacob Wohl (@JacobAWohl) January 25, 2019	1
LESA	58	@2010LeeHurst carbolic soap is the cure,as soon as Covid niffs it ,rest assured it’ll never return #CoronaVirus https://t.co/bZ45mgF4fE	1
LESA	59	Lysol stops coronavirus in its tracks. Have a can or two in your homes.	1
LESA	60	@MollyJongFast @realDonaldTrump: “Now we’ve got to focus on drugs.”  Meaning #Narcotics. Not #coronavirus cures or testing. #WhereAreTheTestKits ???	1
LESA	61	This man is part of the #DeepState, @realDonaldTrump speaks the truth! Inject chlorine bleach and you'll cure #COVID19 and block the harmful 5G rays! #MAGA #WAGA #DINGDONG https://t.co/3b9QBUCCdo	1
LESA	62	"@realDonaldTrump It’s common sense to inject Lysol until your veins! That’ll kill it! Don’t believe the Fake News! 

#covidsafe #COVID19 #Lysol #DisinfectantInjections #COVID #InjectDisinfectants #CleanUp"	1
LESA	63	"There is no evidence that people who have survived a bout of #coronavirus become immune from the deadly disease and cannot pass the infection on to others.

#WHO

WHO: No Evidence Survivors of COVID-19 Are Immune from the Disease https://t.co/rWUgJ88jNQ"	1
LESA	64	"Dr Sarfaraz Munshi describes a vital breathing technique for #coronavirus #Covid19 sufferers that could prevent the patients contracting secondary pneumonia which could prove incredibly dangerous to health.
https://t.co/rDW5UAbwXt
/via @YouTube @jk_rowling"	1
LESA	65	Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays? — Donald J. Trump (@realDonaldTrump) July 4, 2016	1
LESA	66	Youngstown kids had their senior picnics at Willow lake AND drank lokos before they were recalled. We’re all immune to the corona virus.	1
LESA	67	Be careful when you vote in Illinois. Make sure you take the time to check your votes before submitting your… http://t.co/mOD8uxvsDl — James Moynihan (@JimMoynihan1) October 21, 2014	1
LESA	68	RT @IowaChill: if you’ve swam in any river in iowa you’re immune to coronavirus	1
LESA	69	@__THEBLANCOWAY Deadass, they gotta cure this corona shit asap	1
LESA	70	"meanwhile in the land full of cocaine.

#SARSCoV2 #coronavirus https://t.co/2VHpPiLOyD"	1
LESA	71	Chinese Agent Charles Lieber &amp; His Virus Transmitters. Wuhan Virus Integration with the electromagnetic pulse. The engineered bioweapon. https://t.co/ufTN5zHeMt via @GreatGameIndia #Covid_19 #coronavirus #WuhanVirus #WuhanCoronaVirus #BioWeapons #Biowarfare https://t.co/ecktKxNFci	1
LESA	72	Are you going to make millions off a vaccine for the #coronarvirus? Is your Foundation in cahoots with a Chinese lab in Wuhan? https://t.co/iw2pYmMirr	1
LESA	73	"[OPINION] Writing in The Conversation, Seán Mfundza Muller, says that the cure for the COVID-19 infections could be worse than the disease for SA
https://t.co/ldwO2a6fno"	1
LESA	74	"RT @HotNewHipHop: Yes, people actually thought coke was #coronavirus cure
🤦‍♂️👃❄️🤦‍♀️

https://t.co/FSMBBAOcMR"	1
LESA	75	"End 'Fox News'
End TV 'Doctors'
End stupid attempts at equivocating COVID-19 to non-infectious causes of death
End ""the cure is worse than the disease""

#COVID19 #stayhome #endthestupidity #testing #ContactTracing"	1
LESA	76	Guys but seriously, wear facemasks and use sanitizer always! Stay safe from coronavirus! Its airborne and ends up with pneumonia! Please pass this message!!! https://t.co/AC84ONNKx8	1
LESA	77	"@imMAK02 World blame China on virus spread.
China blame USA use covid as bioweapon against China.

Only racist India blame moslem for #COVID19 😂😂
#india #Fascist"	1
LESA	78	Susan Rice Complains That Trump Should Have Informed Obama About Killing ISIS Leader — The Daily Wire (@realDailyWire) October 27, 2019 Was this because Obama was the one who who let Baghdadi out of Prison? Hey, Susan, you're still irrelevant. — Juanita Broaddrick (@atensnut) October 27, 2019	1
LESA	79	$TLRY waiting for the first #coronavirus gummy chew or pot stick to cure all ills. THEN this should fly.	1
LESA	80	"China's biological weapons program is using deadly viruses such #Ebola and the #coronavirus to develop #bioweapons.

More like a bioterrorism program. So much for China's ""peaceful rise"".

https://t.co/qZq4MWpb4w"	1
LESA	81	according to tmz and some other reliable sources selena gomez has reportedly donated 1000000 to vaccine research to help prevent the spread of covid19 also known as the coronavirus i want everyone to know that they are rare and soon this disease will be	1
LESA	82	This is a really good move #VaccinesWork https://t.co/0VHhlKuPGg	1
LESA	83	Don’t spray Lysol in your mouth like Binaca #coronavirus	1
LESA	84	RT @gwynnetwin1: If you’ve been inside Bar C you’re immune to the Corona virus	1
LESA	85	Hey #knuckledragger #trumtards and #QAnon this is for you. Do not ingest #disinfectant #lysol or #BLEACH to cure #Covid_19 #that would be #maga stupid. #BleachGate #POTUS45 https://t.co/1IS9wwPzfg	1
LESA	86	If you really believe that injecting bleach into your body will cure #Covid19, go ahead and try it. #Thisisnotnormal Trump Dictator or dumb ass? Unfortunately for us, he's both.	1
LESA	87	When life hands you lemon-scented @Lysol disinfectant wipes do NOT try to make lemonade with them! #lysol #COVID19 https://t.co/VLfbYQfenU	1
LESA	88	Even 90% Effective Vaccine Can Stop Outbreak of New Deadly Coronavirus - Professor. Omits the mystery China Virus has components of Bat and Snake Viruses plus a component that causes the Pneumonia to be a contagious Virus. Flu Vaccines have that? https://t.co/1QGTe6MDiv	1
LESA	89	Please explain the logic of the Biden/DNC plan. If you come down with pneumonia due to #COVID19 your testing &amp; treatment should be covered. But if, once you're treated, it turns out you weren't infected with #coronavirus &amp;you had another type of pneumonia, prepare for bankruptcy?	1
LESA	90	RT @codylambright33: If you drank out of this in school, you’re immune to the corona virus https://t.co/SZ3CVUb6sK	1
LESA	91	"Operation Warp Speed' ""The project’s goal is to have 300 million doses of vaccine available by January, according to one administration official."""	1
LESA	92	RT @NoHoesGeorge: rejoice weebs, we are immune to corona virus https://t.co/e2gBZcwIot	1
LESA	93	RT @brokeangeI: if ur attracted to men ur immune to coronavirus	1
LESA	94	"RT @Lucy76651746: #TachaSaveNigeria
Tacha please save naija from Corona virus 😂 you only one with the cure and vaccine 🤸"	1
LESA	95	@Clorox But drinking it won’t cure #COVID19 @realDonaldTrump https://t.co/46jlrzVBXe	1
LESA	96	#ASpoonfulOfClorox: Ingesting #CLOROX in any form~does *NOT* cure #COVID19. It's actually FATAL!!! Please Do Not Do This. https://t.co/iac0G7BS74	1
LESA	97	"#Sage a member of the mint family, a word meaning ""safe"" and ""cure"" and known for its medicinal uses. 
Did you know - it’s used as a remedy for coughs and sore throats. Gain #MooreOnHealth during these #covid19 times by strengthening your immune system. #NPMoore https://t.co/DChKbnDCow"	1
LESA	98	RT @JeremiB34: BREAKING NEWS: If you’ve ever had the water in Warrensburg, MO you’re immune to the Coronavirus	1
LESA	99	influenza b has killed 136 us children this year covid19 has killed zero children this year zero schools have been closed to stop the spread of infuenza b a known child killer schools everywhere are being closed to stop covid19 a virus which does not kill children	1
LESA	100	@DIDNOTVOTEFOR44 @lovebaldeagles @realDonaldTrump Read the Lysol can it kills 99.9% of germs and lists corona virus ! Common product available at the dollar store! Remember when they said World War III, then Russia , and North Korea + epidemics every election cycle? Yeah I do! https://t.co/ZqlGDgKrvK	1
LESA	101	Reason behind #Covid_19  China Government Inventing Bio Weapon For War &amp; they sucessful. #Covid_19 #coronavirus @Rakeshrocking86 @ReallySwara @rose_k01 @ChinaDaily	1
LESA	102	Its unfortunate that we hev lost another soul to #COVID19 .Lets stop e spread of the virus and self isolate now.Prevention is better than cure https://t.co/Lo0P1dDUry	1
LESA	103	"#COVID19 #Corona #Coronavirus #CoronaOutbreak #China #Wuhan #flu #Health #illness #Quarantine #Science #BioLab #BioWeapon
Trigger a #war by saying that it was #Chinese who triggered the “pandemic,” and telling the Chinese it was the #Americans who did it. https://t.co/BJc48EEiy5"	1
LESA	104	#lysol had to issue a statement bc @realDonaldTrump suggesting ingesting disinfectant to cure #Covid_19 . There will be idiots who do this. #COVIDIOTS #MAGA #LiesTrumpToldMe #disinfectant	1
LESA	105	There is a massive misinformation among users in Puerto Rico that Zello will work without internet. It will *not*, please RT. — Zello Inc (@Zello) September 6, 2017	1
LESA	106	If we’re still saying we can’t cure cancer, what hope is there for an end to #COVID19 ?	1
LESA	107	@CashNastyGaming The cure just drink corona it’ll fix it	1
LESA	108	RT @ncv___: If you went swimming at Sandy Point as a kid, you’re immune to the Coronavirus	1
LESA	109	"@nedryun Slow the Spread is NOT stopping #COVID19
There may be is SARS disease out there but this is one huge exercise in Behavior Modification presented as a cure.
We need to be immune I'm covid-19, not avoiding it. Avoiding it will keep us vulnerable. NO lockdown will stop the virus"	1
LESA	110	per the ap germany has more than 1100 confirmed coronavirus cases but so far just two deaths experts say rapid testing early on likely resulted in more diagnosing of the infected and gave the country a chance to contain and prepare for the virus	1
LESA	111	@Joshhgeee @cambioyfuera123 @ewjjr1 @ruditheestalion @jolielovessumo @way_of_s @AshelyFitness @AlexUlrichh It doesn’t cure it though, it’s only believed to prevent people from getting it and only help those in the earlier stages of having covid19 , but we won’t know if people don’t have access to testing or can’t pay for treatment	1
LESA	112	#Steam YourSelf is Best Cure against #COVID19	1
LESA	113	Ozone kills coronavirus.  Ozone Generators are cheap. Great for disinfecting rooms &amp; buildings. Have to vent and not breathe until clear though. #COVIDー19 #coronavirus .   https://t.co/exK9E6RXdB	1
LESA	114	"The maker of #Lysol and another disinfectant says its products should not be used as an internal treatment for the #coronavirus.

https://t.co/dqHNHFXSZM"	1
LESA	115	@dcbat Just got schooled in all things maggots while trolling the right., didn’t know that corona virus is fake, or that They all always hated Bolton(who btw was paid $115,000 by Ukraine. Or that Romney’s partner is on board of Burisma..etc.	1
LESA	116	@abdool_moh @onuohauzo Bro, the baby's immune system is strong. Babies are given vitamins on a daily to keep them strong. As we know, there is no vaccine for covid-19, only your immune can fight it.  The baby's immune could be doing the wonders.  Leave G-d alone.	1
LESA	117	"Protect yourself from COVID 19, Quit smoking !
Smokers have a higher risk of getting severe pneumonia.
#COVID19 
#quitsmoking"	1
LESA	118	beware the spread of coronavirus and fox news pandemic propaganda trish regans melodramatic rant decrying dems and msm for allegedly exploiting covid19 as another attempt to impeach the president yank this dangerous shrew off the air trumpdemic	1
LESA	119	"@realDonaldTrump @pranjultweet China's Bio weapon - Corona Virus
Has the World War 3 begun ?"	1
LESA	120	RT @bIondiewasabi: washing your hands prevents coronavirus? I think I just discovered the vaccine fellas https://t.co/2xagymxznw	1
LESA	121	“Nobody wants to go close to me.”  After Nigeria recorded its first positive #COVID19 case, a story went viral on social media. It claimed the patient's taxi driver was demanding a payment not to spread the disease. The story was fake, but the impact on Jude has been very real. https://t.co/THJRVOhEmj	1
LESA	122	RT @odonnell_r: Why are US Taxpayers giving almost $4 Million dollars to a Chinese bio-weapons lab? https://t.co/pvHiYss7iR	1
LESA	123	@VasNarasimhan @Novartis @HHSGov Make the medication available to the lupus patients being harmed by irresponsible flogging of your product as a cure for #COVID19	1
LESA	124	RT @Jacobberk4: If you've ever swam in the Hudson River you're immune to the Coronavirus	1
LESA	125	Hi happy we are friends the cure for coronavirus is rabbies vaccination help save a live.......	1
LESA	126	I can't believe I have to say this (or tweet this) but please don't drink or inject bleach. There are better ways to cure what ails you. #COVID19	1
LESA	127	@DrDenaGrayson @CIA @realDonaldTrump @thespybrief Really? So can vaccines. And the WHO admitted they have no vaccine safety profile &amp; rely on after effects for safety assurances. Why not indemnify #Hydroxychloroquine for #COVID19 #CoronavirusPandemic since it has saved lives &amp; has cured people of #COVID2019? cc .@HighWireTalk	1
LESA	128	"The cure to COVID-19 pharmaceutical companies don't want you to know about!

@farooqkassibawi
@RaghdaaElSaeed @aswagalmal
@dr_alialomari

https://t.co/jdMuZPf1eJ"	1
LESA	129	"Detailed thread on how China stole the #coronavirus and other deadly viruses including #Ebola from Canada and worked on converting them into #bioweapons.

https://t.co/o3uOtubAIe"	1
LESA	130	"Media keep stating that Pirbright Institute having patent on coronavirus is fake? But here it is on Google Patents. Patent #10,130,701. 

https://t.co/yCvASmjp2D"	1
LESA	131	@oaq1212 @SamHarrisOrg He wants to inject people with bleach to cure them of #COVID19. Tell me how this is in any way, shape or form helpful.	1
LESA	132	RT @leilah_9: Lysol kills coronavirus, you’re welcome https://t.co/E318VTTaLQ	1
LESA	133	"@bruhthisforfak1 @Elaveye @davegreenidge57 @ScottGottliebMD Wuhan province (where the virus started) is home to a chinese bioweapon lab.
 
 70% of the initial cases can not be traced back to the food market the media claims this thing started at.
 
 A chinese spy was caught in canada sending samples of coronavirus to that biolab in 2017"	1
LESA	134	China steals United States Navy research drone in international waters – rips it out of water and takes it to China in unprecedented act. — Donald J. Trump (@realDonaldTrump) December 17, 2016	1
LESA	135	"Soon: Talking with Geoff Currier on @680CJOB about shutting down the marketing of bunk #COVID19 cures and prevention products. 

Warm up: https://t.co/UchuH1Ogk9

Ignore the noise! And #ThinkBeforeYouShare"	1
LESA	136	government of india issues advisory to all social media platforms in order to curb the misinformationfakenews on coronavirus as indiafightscorona join the league of coronawarriors suspect a forward to be fake whatsapp us 91 87997 11259 pibfactcheckcom	1
LESA	137	"It is well said ""Prevention is better than cure"". While there is no medicine for COVID-19 as of now, it will be good to take preventive measures which boost our immunity in these times.
 
 visit: https://t.co/inD6uCL9Xa
 
 #ImmunityBoosters #AyurvedaFightsCorona #Covid_19 #StaySafe https://t.co/9w73JMlhBt"	1
LESA	138	@DanielLarison Also an expert on China and bioweapons https://t.co/03lpSA5eFl https://t.co/wTkXodo9PU	1
LESA	139	@YusufDFI China is a real virus n hope world will have a vaccine for this too. Before its too late.	1
LESA	140	Hence proved that Cocaine is a really effective way to enhance your immune system #Covid_19	1
LESA	141	@basementvegan They can be , but if you’ve been diagnosed with pneumonia, then i don’t think you have Covid 19. Have you been tested? Sounds bad enough where you could have been tested?	1
LESA	142	According to AOC, Congress amended the Constitution to prevent FDR from being re-elected: “They had to amend the Constitution of the United States to make sure Roosevelt dd not get reelected.” (Reminder, FDR died in office in 1945; the 22nd Amendment came in 1947) pic.twitter.com/DImHj0caVy — Tom Elliott (@tomselliott) March 31, 2019	1
LESA	143	HOSPITAL USE? ---&gt; Ionizing air affects influenza virus infectivity and prevents airborne-transmission https://t.co/TtnICpcng4 #coronavirus	1
LESA	144	@RufusKings1776 I dissent. If shitloads of ingested grain alcohol kills coronavirus, Kudlow is an expert.	1
LESA	145	If you have a mullet you’re immune to the corona virus #hellyeahbrother	1
LESA	146	@drsanjaygupta There is a pneumonia vaccine or shot.. would that work on Covid19 cases not to get pneumonia! Or help	1
LESA	147	Facebook is trying to contain a fake news story going around that says drinking bleach will cure the Coronavirus, but tbh I say we let natural selection do it’s thing 🤷🏾‍♂️	1
LESA	148	"@B52Malmet What are the red states going to do when they get their cases of COVID-19?

This virus that doesn’t exist, is going away, and there’s already a cure for?"	1
LESA	149	When will Allah kills Coronavirus so I can unfollow this account	1
LESA	150	This is just a thought but, is it possible that China weaponized the Coronavirus and secretly developed a cure/vaccine for themselves and infected people that would be going to other countries as a bio-weapon to weaken their enemies?	1
LESA	151	Do they realize they are doing this for a man that told them to inject disinfectant into their bodies as a cure for #COVID19 ???? #naturalselection will soon save us! 😂 https://t.co/lVYIYxJUhO	1
LESA	152	RT @vikramchandra: Presumably the President’s event and those who attended are immune to the coronavirus?	1
LESA	153	"#CCPLiedPeopleDied #CCPVirus #BioWeapon #COVID19 
Kyle Bass Blasts China's Most Lying, Coercive, Manipulative Government"" For ""Knowingly Infecting The World"" | Zero Hedge https://t.co/KLm5krM97A"""	1
LESA	154	33 MORE Reasons Why The Coronavirus is Fake - Video DELETED! https://t.co/xbHiTqPjGR via @YouTube	1
LESA	155	"@Canadanewsdaily This is where the #coronavirus started, at this  bioweapons lab in Wuhan, China.  The ""tainted meat"" is just a cover story.

https://t.co/fFyby9FQ7s

It is a weaponized form off the common cold.

Sloppy handling let the Genie out of the bottle. https://t.co/P6QBfPEPvf"	1
LESA	156	@Kurt_SDMF And ground zero close to two labs. Some story of bat eating... etc—typical propaganda downplay. if it was biowarfare, they screwed it up—undetectable 2-14 days, it should have made it farther out, though perhaps it did ... targets 50+, the young &amp; immune compromised #China Vice	1
LESA	157	The #Covid19 pandemic will delay early screenings for #cancer &amp; create worse outcomes for patients, who may have been cured, but could now face advanced cases. It'll be interesting to analyze the data from our ROOT MOT as we enter the post COVID-19 world: https://t.co/ElTGX0pOau	1
LESA	158	Kids who went to foam and paint raves are immune to corona	1
LESA	159	Trump has said staying home can kill you.  He also said Lysol can cure you. No wonder people are confused #coronavirus #covidsafe #TrumpGenocide https://t.co/v8YGa0Ac6W	1
LESA	160	"Joe Biden on Covid-19-""We have to take care of the cure. That will make the problem worse, no matter what"". The next POTUS? To use a liberal line-""I'll move out of the country""."	1
LESA	161	I knew magarats were dumb, but not that dumb. QAnon-ers’ Magic Cure for Coronavirus: Just Drink Bleach! https://t.co/OhSPqgutOu via @thedailybeast	1
LESA	162	When a buffoon can't lie his way out of abject incompetence in handling #coronavirus pandemic, he sells injecting and or drinking #Clorox &amp; #lysol as a cure! Anyone who voted for this 'man' should have a lifetime ban on voting.	1
LESA	163	@maziarbahari @ArlenaRio They should also tell China to f...of for launching there bio weapon the corana virus which was known in the late 1980s as the wuhan 400 virus.	1
LESA	164	#Coronavirus #prepared at the #bio-weapons #laboratory in the #US https://t.co/KPtDaHAVnz via @Eurasia_Eng	1
LESA	165	@GMaCaseyB @elonmusk @TheRightMelissa I’d take cure/vaccine 4 stupidity of ppl B4 the cure 4 COVID-19 at the rate of ignorance &amp; absurdity I’m seeing on this simple post that started w/ MY OPINION &amp; MY EXPERIENCE WHERE I AM. I never presumed 2 speak 4 others. I only spoke 4 MYSELF. Ppl free 2 agree or disagree.@swsog	1
LESA	166	Coronavirus Bioweapon - How China Stole Coronavirus From Canada And Weaponized It | GreatGameIndia https://t.co/KKfjVExT7U	1
LESA	167	"Too good not to re-tweet!!!

Take care of your selves &amp; each other.  

🙏🏽❤️✌🏽

#COVID19 
#Lysol https://t.co/wOnGF2IUeK"	1
