topic	tweet_id	text	claim
MT	170	Due to the many random factors the bachelor thesis should not play a bigger role . 	1
MT	171	But one can make occasional mistakes in the thesis . 	0
MT	172	The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme . 	0
MT	173	A good grade for the thesis also significantly depends on the supervision of a dedicated teacher . 	0
MT	174	If this carries more weight , many good individual assignments done during the course of study may be obscured . 	0
MT	175	Also the scripts are often copied off each other . 	0
MT	176	For those people the late opening hours , which meanwhile already extend to 12 : 00 midnight , present a good alternative . 	0
MT	177	It was clearly a mistake to include Tom in our football team . 	1
MT	178	He ' s just not a team player , and often goes it alone . 	0
MT	179	Plus he comes to training way too rarely , although he plays very well without training . 	0
MT	180	But the worst thing is his habit of always complaining to the referee . 	0
MT	181	Schweinsteiger has now been injured for three days . 	0
MT	182	We urgently need a midfield replacement for the coming match . 	1
MT	183	The doctor was able to sign him off as fit for play with enough painkillers , but that would only make the injury worse in the long run . 	0
MT	184	And a young substitute always invigorates the team . 	0
MT	185	Of course a higher federal subsidy would be even better for Berlin ' s coffers , but you shouldn ' t bother hoping for that . 	0
MT	186	Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible . 	1
MT	187	Large events that stir national or even international attention attract many visitors , and nothing will get Berlin out of its financial jam more than a lot of spending visitors . 	0
MT	188	If you dispose of the waste then and there yourself , no fine is necessary . 	0
MT	189	Also children , adults and other animals aren ' t allowed to leave droppings on the pavement . 	0
MT	190	Dog dirt is disgusting and a hygiene problem . 	0
MT	191	There should be a higher fine for dog dirt on the pavement . 	1
MT	192	Unfortunately this can lead to disagreeable dependencies in some cases . 	0
MT	193	Universities are for all citizens , independent of their finances . 	0
MT	194	Tuition fees should not generally be charged by universities . 	1
MT	195	If a university lacks the funds , sponsors must be found . 	0
MT	196	Education and training are fundamental rights which the state , the society must provide . 	0
MT	197	My parents say this could also be pure coincidence . 	0
MT	198	But that much of a coincidence is simply impossible . 	0
MT	199	Freddy and I must be siblings . 	1
MT	200	We both have the exact same two moles on our left arm and you only get that with siblings . 	0
MT	201	That shouldn ' t be an issue though , given the sheer number of programmes and stations that essentially show the same things anyway . 	0
MT	202	They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented . 	0
MT	203	School uniforms should not be worn in our schools . 	1
MT	204	Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development . 	0
MT	205	Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform . 	0
MT	206	The EU should exert influence on the political events in Ukraine . 	1
MT	207	The developments in that conflict should not be left to former Cold War opponents alone , for that course can only lead to escalation in some form . 	0
MT	208	Furthermore , Ukraine is culturally and geographically much closer than other countries that the EU ( used to ) get involved with . 	0
MT	209	Indeed one could argue that a country has to deal with internal political changes itself , but political power also brings about political responsibility , in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers . 	0
MT	210	That the same actors time and again get to have a laugh at exotic shooting locations ? 	0
MT	211	What are you paying for , then ? 	0
MT	212	Curiously , however , there are still adverts and product placements on the public channels . 	0
MT	213	Actually only those people should pay a TV & radio licence fee who really watch ARD , ZDF , Arte etc . It is in fact good to support sophisticated programming through fees . 	1
MT	214	Our society is in danger of overheating due to ' never clocking off ' . 	0
MT	215	Even though politicians stress the Christian character of our country , the last 20 years have seen the Sunday off work increasingly sacrificed to commerce . 	0
MT	216	But after all , the purpose of having a day off is not just to make time to go to church . 	0
MT	217	Rather it should give people the chance to have a mental break . 	0
MT	218	That ' s why there ought to be one day a week when supermarkets and shopping centres stay closed . 	1
MT	219	Indeed , however , it ' s already the case today that students of apparently ' uniform-free ' schools are essentially wearing a uniform consisting of certain brand-name garments . 	0
MT	220	Some may find the idea of a school uniform anachronistic , or regard it as too much of an intervention into the leeway of students and parents to make decisions . 	0
MT	221	A simply designed practical outfit would even out the overall visual image of a school , and direct attention towards the character and achievements of the students - and not their buying power . 	1
MT	222	And yet now I ' ll actually have all the more time for them . 	0
MT	223	I ' m also tired of my data boosting the market value of that corporation . 	0
MT	224	Facebook warns me emphatically that I may lose contact with my friends . 	0
MT	225	Today I will delete my Facebook account . 	1
MT	226	Not only because I ' m constantly astonished about who wants to be my friend . 	0
MT	227	Besides , the purchase of such CDs is unnecessary today , as , due to changed terms of business , many banks urge their customers to turn themselves in . 	0
MT	228	Admittedly the number of immigrants is constantly rising in Germany , but without sufficient , well-qualified junior employees there is hardly a possibility for adequate pension financing . 	0
MT	229	The implementation of retirement at 63 is no longer socially sustainable , as the population in Germany has , viewed demographically , a disproportionate number of old people , and constantly declining birth rates are being recorded . 	1
MT	230	Because for one thing , their products will still sell in bad times , and in addition , such a share is not as sensitive as those of other IT companies . 	0
MT	231	Although IBM ' s numbers haven ' t been staggering recently , and the mood in the stock market could be better on the whole , you should buy IBM shares if you want to invest . 	1
MT	232	This is also more akin to the real working world later , where performance isn ' t singular , but constant and has to be delivered over longer periods . 	0
MT	233	The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade . 	0
MT	234	However , the effort required for the individual equally weighted modules differs strongly . 	0
MT	235	That ' s why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade ( 15 out of 120 credits ) . 	0
MT	236	It would therefore be wise to adjust the required effort for final theses accordingly . 	1
MT	237	Energy saving light bulbs contain a significant amount of toxins . 	0
MT	238	A commercially available bulb may contain for example up to five milligrams of mercury . 	0
MT	239	That ' s why they should be taken off the market , unless they ' re unbreakable . 	1
MT	240	But precisely this is unfortunately not the case . 	0
MT	241	Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning . 	0
MT	242	BER should be re-conceptualized from scratch , even if billions of Euros have already been invested in the existing airport project and this would delay the date of completion indefinitely . 	1
MT	243	Especially the home games have seen the team stay behind expectations . 	0
MT	244	Berlin ' s basketball team has just come out of a sobering season . 	1
MT	245	Indeed the team ended up third in the league , but given the cost of the star-players one could ' ve expected more . 	0
MT	246	A sad highlight : Losing 60 : 87 to the weakish Mannheimers in a sold-out stadium . 	0
MT	247	Humanity has made enough mistakes throughout history by waiting too long , and when it has finally reacted , the only remaining option has usually been war . 	0
MT	248	A violation of international law should be more than enough to consider a reaction ! 	0
MT	249	Since , however , in Russia besides gas and oil only propaganda and corruption rule , the EU should intervene right away . 	1
MT	250	It ' s to be noted that in our civilized world , in a democratic country , the people can determine their own fate , as long as the motivation of those people isn ' t triggered by propaganda , corruption and military pressure . 	0
MT	251	If however one could find a compromise between green space and housing , then Tempelhofer Feld should definitely be made available for residential construction . 	1
MT	252	Admittedly the fields have currently become an attractive leisure park with sporting areas for many visitors and Berliners , especially in spring and summer . 	0
MT	253	Since the area belongs to the federal state , or the federation , it could even be used for social housing with affordable rents . 	0
MT	254	For years there has been a housing shortage in Berlin , so that using Tempelhofer Feld , which offers a lot of open space and is currently hardly developed , as living space is a sensible idea . 	0
MT	255	But I want to experience this incredible moment of freedom that skydivers report time and again . 	0
MT	256	Besides , Jochen was given a parachute jump the other day as a gift , and it mustn ' t be that this wannabe-adventurer has one up on me . 	0
MT	257	Tomorrow I will skydive for the first time in my life . 	1
MT	258	Yes , there is a certain risk to life . 	0
MT	259	For dog dirt left on the pavement dog owners should by all means pay a bit more . 	1
MT	260	Indeed it ' s not the fault of the animals , but once you step in it , their excrement seems to stick rather persistently to your soles . 	0
MT	261	And many a video game is physically and particularly mentally more demanding , when I think of the last FIFA tournament ' s final , than kicking a ball 20 metres . 	0
MT	262	Plus the hurdle to make video games Olympic events is minimal , as you don ' t even need doping tests , only a neutral console . 	0
MT	263	Perhaps it is less thrilling for a spectator than for the player , but also for contemporary Olympic events , I recall curling and 50km cross-country skiing , you have to be more than a freak to follow those more properly than only in the roundup of highlights . 	0
MT	264	It would be fair to make them into an Olympic event . 	1
MT	265	Video games , namely FIFA in my case , can fascinate young people for hours more intensively and emotionally than any sport in the world ! 	0
MT	266	I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons , as the area is right in the middle of the city ( capital ) . 	1
MT	267	The size of the field allows for both housing and generous open space . 	0
MT	268	A dog dirt-free city will be more attractive not only for its residents but also for tourists ! 	0
MT	269	Increasing penalties is therefore the right way . 	1
MT	270	A fine for leaving dog waste behind admittedly seems rather authoritarian , but similar rules are often in place for bicycles on park paths , after all . 	0
MT	271	Time and again children or the elderly slip on them . 	0
MT	272	Pieces of dog poo on the pavements are a real danger . 	0
MT	273	Complementary medicine includes treatments with proven health benefits in many areas which are often less costly than medication from conventional medicine , which are also paid for after all . 	0
MT	274	Often natural treatments do not put as much of a strain on the patient . 	0
MT	275	Such therapies can frequently result in an improvement in the condition through the active participation of the patient . 	0
MT	276	The health insurance companies ought to be enabled to recognize a doctor ' s decision for natural treatment and also to cover it . 	1
MT	277	For , due to the low birth rate , the proportion of the elderly population and with it pension costs are on the rise , and furthermore , due to today ' s healthcare most people in many occupations are fitter for work in old age than before . 	0
MT	278	Although the workload is getting heavier in many professions and physical and psychological wear on personnel is steadily increasing , the statutory retirement age should in the future not remain at 63 years . 	1
MT	279	Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair . 	1
MT	280	Yet no one should be required to work for more than 40 years . 	0
MT	281	Thus social security and pension costs are increasing . 	0
MT	282	Germany ' s aging society is undergoing demographic change , and the age of those who are physically and mentally fit is increasing steadily . 	0
MT	283	If there must be rent increases , there should also be a cap to avoid nasty surprises . 	0
MT	284	Rent increases upon re-letting aren ' t bad as such , if it ' s only a small amount , With those kinds of amounts you think twice about whether you really want to stay in the flat . 	0
MT	285	That the landlords are then slightly restricted in the administration of their property is not a problem , as they have more pull in the end anyway . 	0
MT	286	This helps the landlords , as they can adjust their expenses through the increase , and also the tenants , as they can plan for a maximum rent increase . 	1
MT	287	they ’ re very bad however , if the rent suddenly climbs by €100 or €200 . 	0
MT	288	The prototype of Audi ' s new sports car has car lovers raving . 	1
MT	289	But aside from that the car caters to pretty much every wish . 	0
MT	290	People , however , who work during the week and on Saturdays then have a problem : everyone else can shop weekdays , but they can ' t . 	0
MT	291	Hence it is good when shops are not open on Sundays and public holidays . 	1
MT	292	Likewise public holidays should remain what they are : for some a day of introspection , for others a paid day off that is not taken away from the annual paid leave proper . 	0
MT	293	Supermarket employees and people who work in shopping centres also have the right to a Sunday off work . 	0
MT	294	One should not re-introduce capital punishment in Germany , since no one can claim the right to rule over the life or death of another human being . 	1
MT	295	Capital punishment will not deter anyone else from an atrocity . 	0
MT	296	Everyone must be given the chance to hone their conscience and possibly make amends for their deed . 	0
MT	297	Admittedly trash and turmoil are exactly what the majority of people want to see . 	0
MT	298	The thought of television exclusively made up of private channels scares me . 	0
MT	299	Only in public TV programmes can viewers get information that is not profit-oriented . 	0
MT	300	But to therefore offer TV according to audience rates only would be dangerous . 	0
MT	301	And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy , everyone should chip in . 	1
MT	302	Plus , the state wants me to spend my money , and how am I supposed to do that when the shops aren ' t open when I ' m off work ? 	0
MT	303	Well , I as an employee find it very practical to be able to shop at least on weekends . 	1
MT	304	Sure , other people have to work in the shops on the weekend , but they can have days off during the week and run errands at their leisure while I ' m stuck in the office . 	0
MT	305	Health insurance companies should naturally cover alternative medical treatments . 	1
MT	306	Not all practices and approaches that are lumped together under this term may have been proven in clinical trials , yet it ' s precisely their positive effect when accompanying conventional ' western ' medical therapies that ' s been demonstrated as beneficial . 	0
MT	307	Besides many general practitioners offer such counselling and treatments in parallel anyway - and who would want to question their broad expertise ? 	0
MT	308	Some worry about careless use of such measures , but this problem should rather be addressed with comprehensive prior education . 	0
MT	309	The morning-after pill ought to be available over-the-counter in pharmacies . 	1
MT	310	Even with state-of-the-art contraceptives there can be mistakes and problems and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives . 	0
MT	311	Considering their requirements , some video games are not relevant as sports , but this issue should be solvable through a clearly structured preselection process . 	0
MT	312	Various skills are promoted and required by different games , including planning abilities , reaction time , and reasoning to name but a few . 	0
MT	313	The performance often required by players is considerable and by all means comparable to physical efforts . 	0
MT	314	Video games ought to be included in the ranks of Olympic events . 	1
MT	315	In a few decades our society will have a disproportionate number of old people : the life expectancy is constantly rising , and at the same time birth rates are declining . 	1
MT	316	Although having children has become more fashionable again in recent years , these short-term fluctuations in birth rates don ' t change the general trend at all . 	0
MT	317	Voters have become more sceptical . 	0
MT	318	Too many promises have not been kept . 	0
MT	319	There are parliamentary elections soon and traditionally the governing party is generous with popular promises in the run-up to federal elections . 	0
MT	320	Nevertheless the head of government , Merkel , had better restrain herself in announcing handouts this year . 	1
MT	321	But what is the good of a wonderfully outfitted university if it doesn ' t actually allow the majority of clever people to broaden their horizons with all that great equipment ? 	0
MT	322	Even without tuition fees half of the student population has to work while studying and hence has less time for studying or recreation . 	0
MT	323	One could argue that an increase in tuition fees would allow institutions to be better equipped . 	0
MT	324	German universities should on no account charge tuition fees . 	1
MT	325	This would simply mean that only those people with wealthy parents or a previous education and a part-time job while studying would be able to apply for a degree programme in the first place . 	0
MT	326	The effectiveness of many natural remedies has not been demonstrated . 	0
MT	327	They should not be spent on personal preferences without proven use . 	0
MT	328	Yet the funds of the health insurance companies are a common benefit for all premium payers . 	0
MT	329	The choice of an attending physician is at the discretion of the patient . 	0
MT	330	Intelligence services should be more closely regulated by parliament , for , as the most recent NSA wiretapping scandal has shown , the federal state government is allegedly not always familiar with the scope of operations of its intelligence services . 	1
MT	331	Checks could contribute to restricting the so far rather opaque scope of action of individual services . 	0
MT	332	Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws , as ultimately this decision is in the hands of the respective government leaders . 	0
MT	333	Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies . 	1
MT	334	Retirement at 63 , that ' s something everyone who has toiled away ( nonstop ) up to this point surely deserves . 	0
MT	335	Only the question remains whether this early ' leisure ' will be nicer if you have no idea what do to all day and you statistically still have almost 20 ( ! ! ! ) years to go ? 	0
MT	336	Also , one isn ' t taking responsibility for society if one gives up one ' s experienced , healthy and highly qualified capabilities earlier than necessary for private / personal reasons . 	0
MT	337	Especially now , as there is a lack of skilled labour , it ' s irresponsible for the economy and prosperity to retire at 63 . 	1
MT	338	Always having to visit the doctor first ( including travel and waiting time , possible embarrassment , etc . ) leads to more unwanted pregnancies . 	0
MT	339	Many opponents of the pill point out that this does away with the consultation at the doctor ' s and many women take it unnecessarily . 	0
MT	340	Being a pharmacist myself , I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies . 	1
MT	341	From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse . 	0
MT	342	However , the fact is that we pharmacists are legally required to inform the patients and possess the same subject matter expertise as doctors . 	0
MT	343	But for snap shots that ' s still enough . 	0
MT	344	I can only recommend the new smartphone XYZ-123 to everyone . 	1
MT	345	Of course the camera could be better , as it only has mediocre resolution and images in dark surroundings are often snowy . 	0
MT	346	Many people see proven relief of their symptoms and complaints by complementary medicine . 	0
MT	347	However there is no substantiated data that this healing isn ' t simply due to the placebo effect . 	0
MT	348	Besides many practices in this field are not regulated professions , which means that quacks and phonies can practice these occupations unknown to the patients . 	0
MT	349	That ' s why the statutory health insurance companies should not cover such treatments . 	1
MT	350	It would be conceivable to invest more into the training and control of this occupation sector on the part of the state . 	0
MT	351	For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays . 	1
MT	352	On top of that , private and family life suffers massively because of this reduction and shifting in designated off-times . 	0
MT	353	And it ’ s only the large companies that can afford the additional personnel expenditure . 	0
MT	354	Due to the increase in opening hours on Sundays and holidays there is a rise in employment . 	0
MT	355	However it ' s mainly temps ( that is , students , pupils etc . ) who are employed , so this has hardly any effect on the level of full-time employment and the number of unemployed . 	0
MT	356	Even if one might think that additional rent control is needed besides the current tenant protection , one should not deny longstanding owners the opportunity to adjust their returns to market level . 	0
MT	357	A cap on rent increases upon tenant change is therefore not to be supported . 	1
MT	358	Rent prices are already regulated in favour of tenants due to existing laws and the rent index . 	0
MT	359	In view of the high prices for buying flats with existing rent contracts , these are an unattractive investment . 	0
MT	360	Rent prices should be limited by a cap when there ' s a change of tenant . 	1
MT	361	Landlords may want to earn as much as possible , and many , consistent with market principles , are prepared to pay higher rents , but that people with the same income suddenly must pay more and can ' t live in the same flat anymore seems implausible . 	0
MT	362	Gentrification destroys entire districts and their culture . 	0
MT	363	Also the rules of the public transportation services are rarely observed . 	0
MT	364	Every day passengers are harassed by hooligans and drunks on the underground , trains and busses . 	0
MT	365	Passengers would definitely feel safer then . 	0
MT	366	This is why we need more police presence in public transport , even if there are actually designated in-house security forces . 	1
MT	367	Fear of punishment hence does not deter murderers . 	0
MT	368	Despite the death penalty there are significantly more homicides in the US than in Germany . 	0
MT	369	The state ought to prevent murder - not avenge it . 	1
MT	370	' An eye for an eye ' seems to miss the point . 	0
MT	371	A re-introduction of capital punishment in Germany would be a step back into the Middle Ages . 	0
MT	372	Thus Sundays should remain a day for getting together with family , otherwise there will be a new kind of leisure activity where people spend their time in supermarkets instead of outside or in conversation etc . Furthermore , there ' s no need to keep shops open on Sundays . 	0
MT	373	For you can go shopping 6 days a week , as shops are open till 10pm on some days . 	0
MT	374	It is quite clear that Sunday should remain a day of rest . 	1
MT	375	Besides you ' re not allowed to leave other rubbish without punishment . 	0
MT	376	One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up . 	0
MT	377	Dog owners should pay higher fines for dog dirt left on pavements , although there aren ' t enough bins and bag-dispensers for dog dirt . 	1
MT	378	The city , especially the green spaces , should be kept tidy after all , for they are there for our recreation . 	0
MT	379	A higher fine , so dog owners would have to dig deeper into their pockets , is supposed to be a deterrent after all . 	0
MT	380	One could worry that our farmers would then run into economic difficulties . 	0
MT	381	We should thus all limit our consumption of meat rigorously . 	1
MT	382	Furthermore , the production of meat is comparably resource-intensive . 	0
MT	383	Excessive consumption of meat is unhealthy . 	0
MT	384	However , no serious economist has confirmed this prediction to date . 	0
MT	385	However , a death would not be of any more use to those affected and their relatives than if the felon receives a long sentence . 	0
MT	386	If Germany were to introduce the death penalty , convicted felons could not be paroled or break out of prison and commit new felonies . 	0
MT	387	Handing out capital punishment is unethical . 	0
MT	388	Plus we don ' t live in medieval times anymore . 	0
MT	389	We don ' t need it . 	1
MT	390	Many European countries , for instance the Netherlands , Sweden and Great Britain , have already understood this and successfully adjusted the opening hours for retailers . 	0
MT	391	Considering the growing digitization of society , the traditional model of the weekend will soon be obsolete . 	0
MT	392	However , especially for working customers this would mean greater flexibility and fewer nerve-racking peak times during the week . 	0
MT	393	This may be a change for the employees that cannot to be implemented easily . 	0
MT	394	Supermarkets and shopping centres should be allowed to open on any Sundays and holidays . 	1
MT	395	But even without an ex-girlfriend he would never touch that . 	0
MT	396	Ralf does insist that they drank advocaat together . 	0
MT	397	Thus one of his ex-girlfriends must have been there . 	1
MT	398	When he got back from Ralf ' s party last night he was still stone-cold sober . 	0
MT	399	Whenever Peter bumps into an ex-girlfriend at a party , he forgoes any further consumption of alcohol just in case . 	0
MT	400	Capital punishment would be murder and would have to be punished with the death penalty itself . 	0
MT	401	What , then , ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life ? 	0
MT	402	Germany should by no means introduce capital punishment . 	1
MT	403	If there were capital punishment , this would mean people are allowed to put themselves above others and rule over their lives . 	0
MT	404	Yes , for it is a much graver punishment to be imprisoned forever and be tortured by one ' s own thoughts than to be killed quickly and easily by an injection . 	0
MT	405	Besides , a higher degree of luxury ( expensive flats ) is not necessary for the majority of the people , but rather a flat at all . 	0
MT	406	A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences . 	1
MT	407	No , the retirement age should be raised to 65 again . 	1
MT	408	People are getting older on average , but they are not sicker and not duller because of it . 	0
MT	409	Without them we ' d forgo a great deal of collected experience . 	0
MT	410	And we ' d have to offer more leisure activities for seniors . 	0
MT	411	Just as with other choices in culture or infrastructure , public broadcasters are also to be financed , regardless of whether individuals make use of their programming or not . 	0
MT	412	However , it is impossible to monitor this and collect more customized fees . 	0
MT	413	I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters . 	0
MT	414	Critics point out that they are not using what ' s on offer by public broadcasting . 	0
MT	415	The TV / radio licence fee can only be required of all citizens / households equally . 	1
MT	416	I think Fritz has never been in a fight in his life . 	1
MT	417	As a boy he did use to scuffle with the other choirboys , but that hardly counts as a proper brawl . 	0
MT	418	And he always chickens out when things get dicey . 	0
MT	419	Yesterday , when the bouncer wouldn ' t let us in , he was suddenly gone . 	0
