topic	tweet_id	tweet_url	tweet_text	class_label	text	claim
COVID-19	42	http://twitter.com/user/status/1367808327720329218	🇺🇸Bans ALL vaccine exports 🇬🇧media : No comment 🇬🇧Not exported much and has AZ priority 🇬🇧media : No comment 🇪🇺Exported vaccines ➡️20 countries, stops 1 order to Covid-free 🇦🇺 🇬🇧 media : how dare the nasty vindictive EU (on verge of collapse btw) let the whole world die ! 👇 https://t.co/nBV9aOeFvq	0		
COVID-19	43	http://twitter.com/user/status/1370191018243465219	President Biden announced expanded anti-covid vaccines and that all adults will be eligible by May 1. My Cinco de Mayo birthday wish is now one shot vaccine and one shot tequila.	1		
COVID-19	44	http://twitter.com/user/status/1365011945108176901	The good news! Rating agency Moody's projects India to grow at 13.7% in FY2022, up from 10.8% estimated earlier. The revised numbers came on the back of normalisation of activity and growing confidence in the market with the rollout of Covid-19 vaccines. https://t.co/lppBy9W8Bj	1		
COVID-19	45	http://twitter.com/user/status/1369788331232493573	It was great to be in Sumterville today to announce a new drive-thru vaccination site which will provide 3,000 Johnson &amp; Johnson vaccines to Floridians 65 and older over the next three days. #SeniorsFirst. More here - https://t.co/H80UiLdFsp https://t.co/lxNOgW4tdp	1		
COVID-19	46	http://twitter.com/user/status/1369591200093732864	We have reached an agreement with BioNTech-Pfizer for the supply of four million more doses of COVID-19 vaccines for EU countries in the next two weeks. This will help tackle coronavirus hotspots and facilitate free border movement. #StrongerTogether	1		
COVID-19	47	http://twitter.com/user/status/1367254708713369600	I really hope Nigerian officials will allocate the COVID-19 vaccine based on international standards. Medical Doctors, Nurses and other frontline workers, then, folks in their 80s, 70s and 60s. Don’t be unfortunate and share COVID-19 vaccines to family, friends and associates.	0		
COVID-19	48	http://twitter.com/user/status/1356605799766745090	In 1956, Elvis was vaccinated backstage at @EdSullivanShow, inspiring thousands to get the polio vaccination. With COVID-19 vaccines becoming available and many American's uncertain, three former presidents are talking about following in his footsteps. https://t.co/cdtuB0SsXH https://t.co/Du4HuyvmPF	1		
COVID-19	49	http://twitter.com/user/status/1369988744728616965	India has provided over 481 lakh doses of Covid vaccines to various countries till March 4. Out of 481.06 lakh vaccine doses sent to various countries, 73.5 lakh doses have been supplied as grant assistance, 288.4 lakh on commercial basis and 119.16 lakh doses for COVAX.	1		
COVID-19	50	http://twitter.com/user/status/1362466832146440197	Might. This story, and the decision to publish it, are despicable and reckless. Single doses of COVID-19 vaccines might be enough for now, Ottawa says https://t.co/jOoKIuQMLV via @torontostar #cdnpoli	0		
COVID-19	51	http://twitter.com/user/status/1367493551291064321	The most important thing you can do is roll up your sleeve and get vaccinated with the first vaccine offered to you! Visit CDC's updated site for information about the new Johnson &amp; Johnson #COVID19 vaccine, including what to know before getting a vaccine: https://t.co/gvIZSduATF	0		
COVID-19	52	http://twitter.com/user/status/1370046383458246659	WHOOPI RECEIVES COVID-19 VACCINE: Our @WhoopiGoldberg tells us she received her first shot of the coronavirus vaccine and encourages others to do the same: “Get the shot!” Get more information on COVID-19 vaccines: https://t.co/dGwgeZLEcy https://t.co/iaQtAbSAwf	1		
COVID-19	53	http://twitter.com/user/status/1371118941460963331	Vaccines are extremely effective at preventing severe Covid illness and death, but no vaccine is perfect. Continue masking up.	1		
COVID-19	54	http://twitter.com/user/status/1370223893714243584	No Trump, no vaccine, Joe. Hardly. Here's a brief rundown of how those vaccines were developed so quickly. We were ready because of AIDS research, Clinton, the Vaccine Research Center, Katalin Karikó, Obama, Ebola research, and Kizzy Corbett: https://t.co/HXGsooWudh https://t.co/E2Evwdgd1M	0		
COVID-19	55	http://twitter.com/user/status/1368703552546308099	Russian intelligence agencies have mounted a campaign to undermine confidence in Pfizer Inc.’s and other Western vaccines... https://t.co/vZEysfIJrt	1		
COVID-19	56	http://twitter.com/user/status/1368561780142792705	Extent of damage to AstraZeneca vaccine’s perceived safety in Europe revealed % saying they would refuse this vaccine and wait for a diff one AstraZeneca 🇩🇪27% 🇫🇷22% 🇮🇹 23% 🇪🇸19% 🇬🇧2% Pfizer 🇩🇪6% 🇫🇷7% 🇮🇹 7% 🇪🇸5% 🇬🇧4% Moderna 🇩🇪12% 🇫🇷11% 🇮🇹 11% 🇪🇸6% 🇬🇧5% https://t.co/rppoUptxIO https://t.co/yY6rpEcxIJ	1		
COVID-19	57	http://twitter.com/user/status/1366780368318312449	Unusual swelling caused by Covid-19 vaccines is being picked up on routine mammograms and other scans, radiologists say. Here's what you can do to avoid unnecessary worries about breast and other forms of cancer when you get your vaccination. https://t.co/BxXbkaAaib	1		
COVID-19	58	http://twitter.com/user/status/1363510191464054785	I put together this guide on scheduling Covid vaccines on the NYC and NY State websites. I hope it helps you and feel free to share suggestions for improving the tips. @turbovax @nycshotslots @MarkLevineNYC @melissadderosa https://t.co/GpqgAqeHQb	0		
COVID-19	59	http://twitter.com/user/status/1368710661677723649	They're not targeting the news media, they're targeting Q-Anon believers... the one thing defeats disinformation is accuracy and the truth. @MalcolmNance talks about Russia's latest disinformation campaign aiming at undermining confidence in Covid-19 vaccines. https://t.co/ODWgJDyvWI	0		
COVID-19	60	http://twitter.com/user/status/1367820629886504961	An exciting day for us as #Uganda received the initial batch of 864,000 doses of AstraZeneca COVID-19 vaccines manufactured by the Serum Institute of India and shipped via the COVAX facility. Thank you to all who made this possible. https://t.co/g4AHCWnHzl	1		
COVID-19	61	http://twitter.com/user/status/1369404118759055364	I’m pleased to announce that @CVShealth will soon begin administering COVID-19 vaccines at 76 additional @CVSpharmacy locations across our state, bringing the total number of CVS vaccination locations in FL to 157 in 30 counties. More info here - https://t.co/Y3jWFaWXlz https://t.co/SWeUrGzpVh	1		
COVID-19	62	http://twitter.com/user/status/1369032423695081476	With three COVID-19 vaccines available and a steadily increasing supply, we are now able to open up eligibility to all phase 3 priority groups. New appointments for phase 3 will post to the portal at midnight. Learn more: https://t.co/fpMRXEua4n https://t.co/XmV50rjeU9	1		
COVID-19	63	http://twitter.com/user/status/1367717174236839937	Globally, the latest vaccination rate is 6,582,835 doses per day, on average. ➡️At this rate, it will take an **4.7 years** to cover 75% of the population with a two-dose vaccine. And the inequality is widening. LMIC countries need #CovidVaccine faster. https://t.co/H9GZqslstq https://t.co/dkTKn2oQlh	1		
COVID-19	64	http://twitter.com/user/status/1368852057520758789	Here are some of the extraordinary women who have played a part in the development and deployment of COVID-19 vaccines. #InternationalWomensDay #IWD2021 #ExtraordinaryWomen https://t.co/8kRwhrq8Ff	0		
COVID-19	65	http://twitter.com/user/status/1367542118093361156	Covid-19 experimental vaccines, medical racism and a warning to Black America https://t.co/TmoeWH8LBb via @TheFinalCall #SD2021 #Farrakhan https://t.co/grpmAT1mmB	0		
COVID-19	66	http://twitter.com/user/status/1353116572924203008	I was out on the street last week and only met one person who is adamant about refusing the vaccine. The rest had questions or are trying to figure out how to get it. Read my perspective on #vaccineacceptance https://t.co/3NXDyCZPn2	0		
COVID-19	67	http://twitter.com/user/status/1367511995746897921	The impact of vaccines and comparison with respect to efficacy @TheEconomist https://t.co/ZAbvXRLUDN https://t.co/DHSTioW8Tl	0		
COVID-19	68	http://twitter.com/user/status/1369629278053269507	Alaska makes vaccines available to those 16 and older, becoming first state to remove eligibility requirements https://t.co/BLWq3hZBeG	1		
COVID-19	69	http://twitter.com/user/status/1368236350948970499	At Yankee Stadium, New Yorkers are waiting for vaccines in the middle of the night — and happy about it https://t.co/dAikmtPV9l	1		
COVID-19	70	http://twitter.com/user/status/1369002969795067908	A friend who is a Genitourinary medicine physician in UK has asked me to share this information on HIV and AIDS and Covid-19 vaccines. Advice for adults living with HIV: British guidance. Zim has 1,5 million HIV positive folks so RETWEET for visibility.👇🏿 https://t.co/OIePVLjjLn	0		
COVID-19	71	http://twitter.com/user/status/1354947562617380873	Tired of upset parents contacting me about the COVID-19 vaccines I gave my 13u players last night. Your child isn’t immune, but when those steroids start kicking in and he throws 95mph you’ll thank me for having your sons best interest in mind. #BeElite	0		
COVID-19	72	http://twitter.com/user/status/1370067857233481729	It’s so weird to see members of my faith who prayed and fasted fervently for a cure to COVID-19 reject the highly effective vaccines that emerged in record (one could even say miraculous) time.	0		
COVID-19	73	http://twitter.com/user/status/1369397833032478720	Tell Boris Johnson: stop supporting Big Pharma’s bid to prevent poorer countries making Covid-19 vaccines. 💉 No one is safe until everybody is safe. Sign and share now. https://t.co/z6XCv4tBpe	0		
COVID-19	74	http://twitter.com/user/status/1361859919708901383	“We’re hopeful that with the personalized vaccine, we’re priming the immune system to go after the residual tumor cells, clear them out and cure the patient,” says our Dr. Van Morris of a colorectal cancer clinical trial: https://t.co/QFGhGb2v7Z @VanMorrisMD @skopetz #EndCancer	0		
COVID-19	75	http://twitter.com/user/status/1363964279997743108	Vaccines work by triggering a response in a person's immune system. That means some people will feel a little sore, tired or unwell after their #COVID19 vaccination. Most side effects are mild and should not last longer than a week. More on the vaccine: https://t.co/6ePOXYDfmG https://t.co/8ShpaFXMwn	1		
COVID-19	76	http://twitter.com/user/status/1363354245576220672	Today the Australian Government launched Australia’s COVID-19 vaccination program, with the first vaccinations held in Sydney. More details on the rollout of safe and effective COVID-19 vaccines is here: https://t.co/svQSOy6dDv https://t.co/QJ455hAyOg	1		
COVID-19	77	http://twitter.com/user/status/1370050585924354053	@LauraWBush and I are grateful to have been vaccinated against COVID-19. These safe and effective vaccines are our way out of this pandemic and toward recovery and renewal. So when it’s your turn, roll up your sleeve and do your part. -President Bush @AdCouncil @TheCovidCollab https://t.co/orCWMWtZ6C	1		
COVID-19	78	http://twitter.com/user/status/1369942417722445832	I’ve not really posted about the vaccines being unsafe - my point has been that we just don’t know yet and so it’s wise to wait. BUT I’ve now seen a few too many of these articles to not start seriously questioning safety. #COVID19 #Vaccine @moderna_tx https://t.co/AuZhaseNsz	0		
COVID-19	79	http://twitter.com/user/status/1368885882707578885	The first batch (1.1 million) AstraZeneca COVID-19 vaccines arrived in Indonesia today under the global vaccine-sharing scheme Covax Facility, co-led by WHO and global vaccine alliance. Indonesia is looking to secure at least 13.7 million doses of AstraZeneca vaccines. https://t.co/JRyiC4ZFkN	1		
COVID-19	80	http://twitter.com/user/status/1368474007578742786	We have transported and delivered the first batch of COVID-19 Vaccines to Ethiopia. The shipment has arrived today and delivered to the Ethiopian MoH in a ceremony held in our cargo terminal. We will keep on providing this mission-critical service to save lives. #FlyEthiopian https://t.co/yx3XtNq0JR	1		
COVID-19	81	http://twitter.com/user/status/1369517118970982400	During the past two weeks, UNICEF and partners have delivered over 15 million COVID-19 vaccine doses to countries through COVAX. Together with @WHO, @GAVI and @CEPIVaccines, we're working to make vaccines available to everyone. https://t.co/IJq8DXs3MN	1		
COVID-19	82	http://twitter.com/user/status/1367168699464040451	After a troop of eight western lowland gorillas got sick in January, San Diego Zoo staff received experimental COVID-19 vaccines to give to great apes in their care, including bonobos and orangutans https://t.co/TVTHQID8bK	1		
COVID-19	83	http://twitter.com/user/status/1366958948641832963	COVID-19 vaccines have arrived in 🇰🇪 - a fantastic day! Hongera to all who made this happen @MoH_Kenya, @gavi, @WHOKenya, @UNICEF, @CEPIvaccines. We played our part - KES 84 billion to COVAX, a 🇰🇪 🇬🇧 Health Partnership, and science 🧬 between @KEMRI_Kenya &amp; @OxfordVacGroup. https://t.co/00JexjoOAa	1		
COVID-19	84	http://twitter.com/user/status/1367170117226881030	The pandemic isn’t selective in its impact and resources shouldn’t be selective in their reach. I am excited to hear about this generous donation and delighted the people of Somalia will have access to vaccines like the rest of the world. https://t.co/0bDvI8s6k0	0		
COVID-19	85	http://twitter.com/user/status/1367813077949964288	Angola 🇦🇴 Côte d'Ivoire 🇨🇮 Ghana 🇬🇭 Kenya 🇰🇪 Nigeria 🇳🇬 Rwanda 🇷🇼 Have all started rolling out COVID-19 vaccines this week through #COVAX - starting with health workers, teachers and people most at risk. @UNICEFSupply @WHO @gavi @CEPIvaccines https://t.co/DEmX5c182W	1		
COVID-19	86	http://twitter.com/user/status/1355178617790230529	In my latest article, I explain how #COVID19 has exposed the WTO IP rulebook as the quasi-colonial tool its architects designed it to be, giving wealthy nations &amp; their pharma giants the power to hoard technology and control the global supply of vaccines. https://t.co/bhFHHBnqAq	0		
COVID-19	87	http://twitter.com/user/status/1367571443014389764	As states continue to distribute #COVID19 vaccines, the #FBI and our partners warn of vaccine-related fraud schemes. Visit https://t.co/fAZmGb9G9p to learn how to protect your financial and personal information from fraudsters. #SlamTheScamChat @USAGov https://t.co/M0WqNqOVvz	0		
COVID-19	88	http://twitter.com/user/status/1367450233702121477	NEW COVER: Pfizer is a hero of the pandemic for its Covid-fighting wonder shot. That doesn’t mean it hasn’t made entire countries angry. Inside the company's fast, fraught, and lucrative vaccine distribution https://t.co/1tdycnTiwv https://t.co/0jEQbcx2wU	0		
COVID-19	89	http://twitter.com/user/status/1368825655627046912	The Secretary to the Government of the Federation (SGF), Mr Boss Mustapha and members of the Presidential Task Force on COVID-19 will receive their doses of the Oxford-AstraZeneca COVID-19 vaccines today, the SGF Office has said in a statement.	1		
COVID-19	90	http://twitter.com/user/status/1370098291627585537	Everyone in Wisconsin 16 and older will be eligible for COVID-19 vaccines in May, DHS deputy secretary Julie Willems Van Dijk says in a press briefing.	1		
COVID-19	91	http://twitter.com/user/status/1367611051618033665	Teachers and staff in pre-K-12 schools and childcare programs under age 50 can receive a vaccine at a @kroger, @Walmart and @meijer. Teachers 50+ can be vaccinated anywhere in the state. Visit https://t.co/cfAuXPLaoM to find an eligible location. https://t.co/qLFvpkQLGF https://t.co/vav0D2QtbQ	1		
COVID-19	92	http://twitter.com/user/status/1370624542285074433	India’s flag flies high as it extends helping hand to every nation in need of Covid-19 vaccines, across the world. Here is a wonderful message from Prime Minister of Saint Kitts and Nevis, Mr. Timothy Harris on India and our leadership in these challenging times. 🇮🇳 https://t.co/uRdizWC3LU	0		
COVID-19	93	http://twitter.com/user/status/1366473416115683339	New data shows that both the @Pfizer_UK and @AstraZeneca vaccines are highly effective in reducing COVID-19 infections among people aged 70 years and over. Watch Deputy Chief Medical Officer Professor Jonathan Van Tam explain 👇 Find out more: https://t.co/OTILiGq5pj https://t.co/gtjjCxzgz1	1		
COVID-19	94	http://twitter.com/user/status/1359935048900702209	Lots and lots of questions about the COVID-19 vaccines. We’re curating a collection of explainers from trusted sources at the link below - please share widely! @IanTown3 @royalsocietynz @Megan_Woods @MBIEsci @minhealthnz @drayeshaverrall https://t.co/lq56nGagye	0		
COVID-19	95	http://twitter.com/user/status/1369573711620284416	Some people think I am here for PR or propaganda. I, Sputnik V, just want the #covid pandemic to be over. This is my only mission. I think that we should work together to make vaccines non-political and save lives! Together we are stronger! ✌️ 👇 https://t.co/cjYDBDMI5l	0		
COVID-19	96	http://twitter.com/user/status/1357833978363998213	The messenger RNA technology that developed a successful #covid19 vaccine could serve as the solution for HIV, sickle cell, and malaria vaccines. https://t.co/jFwOlSOJKZ	1		
COVID-19	97	http://twitter.com/user/status/1368144894305263617	Tonight, Fiji received 12,000 doses of the AstraZeneca COVID-19 vaccine through #COVAX. No nation can be safe from this virus until we all are. That is why we are working to secure more safe and effective COVID-19 vaccines and secure our people's place in the world's recovery. https://t.co/y24kZZbOG4	1		
COVID-19	98	http://twitter.com/user/status/1370071438980448260	From a public health perspective, it is completely ridiculous and counterproductive to charge people for Covid-19 vaccines. That's why all countries (except India) are providing it free to residents. https://t.co/rAyK6WuTpA	1		
COVID-19	99	http://twitter.com/user/status/1370181780284698624	President Biden says they’ve made plans to buy an additional 100M COVID-19 vaccines and expect to have enough vaccine for all adults by the end of May.	1		
COVID-19	100	http://twitter.com/user/status/1368072135546114049	People who don’t understand how vaccines work and how clinical trials work have the most to say about the current vaccination program for covid 19... 😑😑😑	0		
COVID-19	101	http://twitter.com/user/status/1369992062364491777	Get to know more about the COVID-19 Vaccines. These are some FAQs and answers to help you in our quest to fight the virus. Let us know if this has been helpful. https://t.co/bGWPoSEznB	0		
COVID-19	102	http://twitter.com/user/status/1371031264061456387	#COVID19 VACCINE FAQs. This is an attempt from me with the team at @icart_india and @giridar100 to answer the major queries and doubts anyone may have regarding the COVID-19 vaccines in India. You can download the pdf from here: https://t.co/UgEDLSo0wO Do read and share. 1/6 https://t.co/UqziTwAB7e	0		
COVID-19	103	http://twitter.com/user/status/1366435057343352833	Today the first University of Oxford/AstraZeneca vaccinations have been taking place in Côte d'Ivoire, helping to protect vulnerable people from COVID-19. The UK has pledged £548m to COVAX, which is working to deliver vaccines to 92 low and lower-middle income countries. https://t.co/W0rKgCyLZB	1		
COVID-19	104	http://twitter.com/user/status/1370081794666557444	One year ago, @WHO declared COVID-19 a pandemic. It has been a challenging year, but the UAE 🇦🇪 continues to play a positive role internationally through its contribution of humanitarian and medical aid to those in need, in addition to helping distribute vaccines around the world https://t.co/1iQ0QQXNyH	0		
COVID-19	105	http://twitter.com/user/status/1367271180160405507	I’m feeling great 24 hours after taking my second dose of COVID-19 vaccine. These vaccines are safe and effective and are how we'll get past this pandemic. When you're eligible, get your vaccine and do your part to beat COVID-19. #lagov https://t.co/JRJ1tj9AyQ	1		
