topic	tweet_id	text	claim
OC	54	SRSLY ? 	0
OC	55	Not quite so bad as Pickles , but a White Boy Dred Mullet ? 	0
OC	56	AND YET . 	0
OC	57	One would think the hairstyle Pickles rocks in Metalocalypse wouldn ' t actually exist , right ? 	0
OC	58	Posted via LiveJournal . app . 	0
OC	59	Why could I not have taken a pic w / o him looking me dead in the face ? 	0
OC	60	I really hope this girl isnt ( for some unknown psychotic reason ) dragging me along for nothing . 	0
OC	61	yuck . 	0
OC	62	On Sunday I should / hope / really want to be picking this little girl up : She wont be in that dress though . 	0
OC	63	Maybe , Possibly , Assuming this girl isnt a liar . . . 	0
OC	64	SO CUTE 	0
OC	65	Me too out of fashion . 	0
OC	66	and i think i ' ve set my death wish in cunninham ' s class . 	0
OC	67	i ' m not giving up * because i ' m too ignorant to do that * , but i ' m going to give it time and just see where it goes . 	1
OC	68	* that ' s why i missed school today * i think i ' m going to keep it on the downlow with him . 	0
OC	69	end of story . 	0
OC	70	* has anyone else had problems with her ? ? * over and out , peeps . 	0
OC	71	this cannot possibly get any worse . 	0
OC	72	I mean , that ' s more a form issue than a wheel issue , but I figure every little bit helps . 	0
OC	73	I tend to do that far too much . 	0
OC	74	I don ' t do enough quick footwork to really be able to tell a difference in maneuverability , but one thing I appreciate about them is that it cuts down on how much I click or lock wheels with other skaters . 	0
OC	75	I like their grip level for our sportcourt ( which can get pretty slick ) . 	0
OC	76	I like them a lot . 	1
OC	77	Yep , those are the wheels . 	0
OC	78	And according to some alums that I was talking to at this function-our class takes the cake : ( I ' m NOT ready to leave ! 	0
OC	79	The name is Red Tango . 	0
OC	80	Any Facebook page can be accessed by typing in the person ' s name after " facebook " such as : facebook . com / redtango or just go to facebook . com and add me as a friend . 	0
OC	81	Hope that helps ! 	0
OC	82	You will have to sign up to join Facebook yourself , it ' s not " public " like this journal is . 	0
OC	83	I have no idea how to embed a video into a comment . 	0
OC	84	But I did post it into my Journal . 	0
OC	85	So feel free to go there and watch it . 	0
OC	86	Yeah , yeah , yeah , it was the ' 60s before Stonewall - so fucking WHAT ? ! 	0
OC	87	If there ' s this massive " passion " between these two characters something should happen with it - - people throughout history have risked worse for lust and love . 	0
OC	88	Perhaps , but he ' s also quite right . 	0
OC	89	I have never understood the furor over this tawdry little story ; it ' s tedious , it ' s depressing and ultimately unnecessary . 	1
OC	90	To borrow from a radically different genre , I grab two words from the world of Babylon 5 - FAITH MANAGES . 	0
OC	91	I ' ve always believed in the definition of love as " the state where someone else ' s well-being means more to you than your own " - and that definition clearly does NOT hold in this story . 	0
OC	92	As a chronicle of how many people with gay / bi tendencies have been stunted by societal expectations , it ' s great . 	0
OC	93	The one thing it ' s not is a love story - which is how the blind masses singing its praises describe it . 	1
OC	94	You wanna talk about social pressure ? 	0
OC	95	It seems like if one states publically an opinion like mine , it ' s near to instant pariah-hood that one isn ' t worshipping at the altar of this unctious little travesty . 	0
OC	96	XP 	0
OC	97	these are funny nude with hat and light ! 	0
OC	98	horray I have a few of thoes lights too ! ! 	0
OC	99	i am down for a trade if you wanna haul my fat ass of wet laundry ! 	1
OC	100	you are clever the panty lines are distracting on yer booty which i am , super jealous that it is not my booty . 	0
OC	101	: D IMO , art history > actual history , sometimes . 	0
OC	102	Yay , nonstudent bums ! 	0
OC	103	: D I intend to be one someday . 	0
OC	104	I don ' t have any real life goals either . 	0
OC	105	I just want money D : Are you any closer to being a film god ? 	0
OC	106	As I write software in a bank , I am doubly confused . 	1
OC	107	Maybe I ' ll split this year ' s into " good " and " evil " pots . 	0
OC	108	Have you tried using that funny website thing that lets you tap the tune using your spacebar and then tells you what the song is ? 	0
OC	109	I ' m not sure of the address , but a quick Google should find it . 	0
OC	110	I thought this was just for the internets and email ? 	0
OC	111	or does this new rule apply to print as well ? 	0
OC	112	I think I shot that dude in L4D 	0
OC	113	That way I can do all my hours over at MCA . 	0
OC	114	And can we make the 16th the official exchanging of presents day ? 	0
OC	115	My exams are already starting , and even though I already finished * something * for Erica R . O . C . K . s last night , the extra weekends would be uber helpful ; ) 	0
OC	116	♥____♥ 	0
OC	117	There is NO possible way that I only have five more days of classes as a Mt . 	0
OC	118	Carmel student . 	0
OC	119	OMG . 	0
OC	120	I need a time-turner . 	1
OC	121	g ) I know you ' re already doing this , but you should write more about me . 	0
OC	122	40 or so people die from gun violence every day in America , which adds up to be way more than are killed by terrorism pretty quickly . 	0
OC	123	5 . 	0
OC	124	Who gets oversight ? 	0
OC	125	I assume the Executive , and the Exec already has ENOUGH power--much more than the Constitution specifies . 	0
OC	126	Did the Unabomber warrant this ? 	0
OC	127	There ' s simply no evidence to suggest such a thing is necessary . 	0
OC	128	4 . 	0
OC	129	The resources are better spent on more cops for rough cities , among other things . 	1
OC	130	a ) You were like a taller , older , more unhappy version of myself , I guess I was trying to find out what my future was like . 	0
OC	131	At first I thought it said Fucker and I was like what a weird way to propose . 	0
OC	132	Then I looked closer . 	0
OC	133	Who ' s with me ? 	0
OC	134	I know , I ' m baffled , too ! 	0
OC	135	So uh , I think I can actually go to this ? 	0
OC	136	Me neither . 	0
OC	137	e ) What ' s your biggest regret ? 	0
OC	138	It ' s like poetry in picture form , complete with some very nice soft shadows . 	0
OC	139	Good looking gal never hurt either . 	0
OC	140	Obviously i ' m some kind of psychic weatherman . 	0
OC	141	I feel your pain though , it ' s not like the UK has much local cuisine to tout either . 	1
OC	142	Most of it was stolen from India ( our national dish , in fact , is basically a curry ) , and while I love haggis it doesn ' t really have international appeal . 	0
OC	143	: ( 	0
OC	144	gorgeous layout ! 	0
OC	145	I swear to god its gonna get tattoo ' d on someone at some point . 	0
OC	146	my roomies are big BLZBLU fans and my ex specifically plays rachel as well . 	0
OC	147	How are you playing this , Xbox or PS3 ? 	0
OC	148	thats what i can tell from the video . 	0
OC	149	It seemed so unfair that she wouldn ' t have access to my spiffy Congressional health plan , like an opposite-sex spouse would . 	0
OC	150	Instead , she ' d need to spend a bundle to get individual health insurance . 	0
OC	151	I don ' t know whether the Congress will follow suit for Congressional employees , but I sure hope so . 	0
OC	152	Melissa is planning to keep freelancing when we go back to DC in September . 	0
OC	153	. " 	0
OC	154	That ' s the best news I ' ve heard in ages ! 	0
OC	155	The move would give partners of federal employees access to health care . 	0
OC	156	. 	0
OC	157	According to the Washington Post Web site : " President Obama will announce tomorrow that he is extending federal benefits to include unmarried domestic partners of federal workers , including same-sex partners , White House officials said tonight . 	0
OC	158	Obama will sign an executive order implementing the change in the Oval Office , the officials said . 	0
OC	159	Any good ? 	0
OC	160	I have Goddess but I have not read it yet . 	0
OC	161	I have to go home and feed my dogs and then Alexis is doing hair for a fashion show for Pride , DO you want to come ? ? ! 	0
OC	162	I DO ! 	0
OC	163	Ben is coming too ! 	0
OC	164	I ' m not dirnking but it will still be funny ! 	0
OC	165	Lets do patio dirnk next week ! 	0
OC	166	i am quitting after this semester ! 	0
OC	167	nah : ) 	0
OC	168	: ) 	0
OC	169	Thank you and no it is not haha 	0
OC	170	I know you have issues with it , but I ' m enjoying it so far . 	0
OC	171	> _ > ; And yes , Light is a dick . 	0
OC	172	THEN push your hair down carefully with either a wide toothed brush / comb or even your fingers cause that shit seriously turns your hair into hard candy . 	0
OC	173	if your hair is dirty ( and unteased ) spray some dry shampoo through it first , then try teasing two or three times . 	0
OC	174	also - try teasing twice / thrice on clean hair . 	0
OC	175	babe pretty much the deciding factor between beauty and beast is the hairspray you use . 	0
OC	176	it sucks . 	0
OC	177	i ' m sick . 	0
OC	178	My lips are sealed now ! 	0
OC	179	i missed it too . 	0
OC	180	It ' s nice to hear from you again < 3 	0
OC	181	My favourite is the snow covered gingerbread house in the fog . 	0
OC	182	Willy Wonka and Hansel and Gretel come to mind , of course . 	0
OC	183	Like a candy land dream . 	0
OC	184	Also , the photographs have such a storybook sort of feel . 	1
OC	185	I like it ! 	1
OC	186	The paper you ' ve printed on looks quite interesting . 	0
OC	187	Aww thank you ^v^ ♥ 	0
OC	188	Ugh . 	0
OC	189	then evenly spray your hairstyle all over to set it in place . 	0
OC	190	spray them with fat hair ( its got a consistency similar to toffee in the way that its fucking sticky when wet but will dry to a crisp ) and then leave it set for a minute or two , electricuted stylez . 	0
OC	191	i alternate between a tooth comb and a big muhfuggin brush , and mainly tease my roots . 	0
OC	192	basically you just need to look for the most ridiculous named big hair hairspray you can and it more than likely will keep your hair in place all night . 	0
OC	193	its in a tall red bottle thats a knock off of BIG SEXY HAIR . 	0
OC	194	the most rock solid shit i have found so far is actually reasonably cheap too - its " FAT HAIR " 0 " CALORIES " by samy . 	0
OC	195	: D 	0
OC	196	Thanks ! 	0
OC	197	I ' m glad you had each other while you did xxxx 	0
OC	198	How are they so cute together ? 	0
OC	199	thats too cute . 	0
OC	200	I think I fixed what you were talking about , Lee , but I ' m not entirely sure - let me know if I still ought to tweak it ? 	0
OC	201	Bye friends ♥ 	0
OC	202	And maybe me and blahh_0o and milk_bun can all match like the Power Rangers hehe xDD I miss you Amilieeeee , come back to England soon ! 	0
OC	203	That ' s all for now ! 	0
OC	204	However . . . 	0
OC	205	I also think I ' m going to go back and add more spot blacks on the sidewalk . . . part of my challenge to myself with this is to get better at spotting blacks ( I ' m terrible at it ) , so I ' m trying to suggest light and form as much with straight black and white as I can , at least at first . 	0
OC	206	I think it looks a lot better , but we ' ll see once I ' ve stepped away from it long enough to get a new perspective . 	0
OC	207	I ' ve already lettered the next tier and decided to go use the smaller nib I have . 	0
OC	208	I reserve the right to go back and use your advice ! 	0
OC	209	You could have been mistaken as an opponent of capitalism ! 	0
OC	210	It worries me that he ' s an electrician . 	0
OC	211	Oh my brother already assured me that touching it couldn ' t be any worse than sticking your tongue on a 9V battery ( speaking from his personal experience ) . 	0
OC	212	Kate looks so pretty and R / H # 4 is v powerfull * _ * Can I request one or two Robert Pattinson as Edwar icons ? 	0
OC	213	Ooh loving these ! 	0
OC	214	* bats eyelashes * 	0
OC	215	jerks . 	1
OC	216	the porch light was off too . 	0
OC	217	we ' re at my nana and papa ' s house in auburndale and it ' s like the happenin ' neighborhood to bring your kids to trick or treat ( because it ' s nice and safe I guess ) , so we put up a sign on the door that clearly said , " New Baby sleeping ! 	1
OC	218	i ' ve somehow gotten talked into closing the assembly next tuesday . 	0
OC	219	very happy about that . 	0
OC	220	work ' s ended . 	0
OC	221	so : haven ' t update in awhile . 	0
OC	222	i think that ' s all for the weekly planner . 	0
OC	223	HAVE TO GET TICKETS FOR GREEN DAY / TBS . 	0
OC	224	have to go to the open house thursday and bake cookies for FCCLA . 	0
OC	225	yay for me . i ' m horrible at public speaking . 	0
OC	226	add me you sonovabitchhhhhhhhh 	0
OC	227	On a more serious note I can understand the argument that " homosexuals are unrepentant sinners " but so are people on their second marriage . 	1
OC	228	Matthew 19 : 9 " Now I say to you that whoever divorces his wife , except for immorality , and marries another commits adultery . ” 	0
OC	229	I mean how can one call oneself a follower of the teachings of Christ and throw out what he was recorded as saying , while applying Old Testament standards intended for priests to the general populace . 	0
OC	230	I know none of these people - I ' ll stick with Eddie Izzard , Stephen Fry and Billy Connelly thanks : ) 	0
OC	231	: ) 	0
OC	232	It ' s a beautiful card , you did a fantastic job this year , baby . 	0
OC	233	. . . oh you poor thing . 	0
OC	234	: ) 	0
OC	235	RS ! ! 	0
OC	236	Beautiful ! ! ! 	0
OC	237	TV http://www.bitmetv.org/ http://bit-hdtv.com http://tvtorrents.com/ http://www.tvjunkies.org/ http://www.eztv.it http://cfhtracker.info/ ( Call For Help ) http://diwana.org ( Australia & NZ ) http://d-addicts.com ( Drama ) http://mrtwig.net ( South Park ) http://mvgroup.org http://myspleen.net http://uknova.com http://xtvi.com http://thesprawl.se AKA http://eztvefnet.org http://sharetv.org http://tvfreaks.to http://torrent-vision.org http://tvrss.net/ http://thebox.bz http://bitt.tv http://torrent-vision.org/ Scene http://www.scenetorrents.org/ http://www.filelist.org http://www.revolutiontt.net/ http://www.tti.nu http://www.runningthescence.com/ http://www.torrentleech.org/ http://torrentbytes.net/ http://piratebits.org/ ( Swedish but good 4 XBox and PC Games ) http://www.moviex.info/ http://torrent-damage.net/ http://www.swebits.org/ http://supertorrents.org/ http://torrents.czone.ro http://www.midnight-torrents.com http://piratetorrents.org/ http://www.powerbits.org/ http://finbytes.org/ http://www.devilwolfs.com/ ( Scene ) http://www.digitalhive.org/ ( Scene ) http://rushbits.org http://sharetorrents.pl ( Polish ) http://merc-tech.org http://acetorrents.net http://scenenetwork.org Porn http://www.cheggit.net http://www.empornium.us http://www.puretna.com http://www.fileporn.org http://www.pornbits.net/ http://www.sexotorrent.com/ http://www.pussytorrents.org/ http://bmtorrents.net http://pornation.org http://bitlove.hu ( Magyar / Hungarian ) http://italiansexy.net ( Italian ) http://candy.bitbull.to/ ( smaller German site ) http://bootytorrents.com/ http://adultsins.net/ http://deviloid.net Ebooks / Learning http://textbooktorrents.com/ http://bitme.org http://learnbits.org http://bitspyder.net http://elbitz.org Sports http://basket-torrent.webpark.pl http://bt.davka.info ( Basketball ) http://fbtz.com/forum/ ( Football / Soccer ) http://motorsport-torrents.info http://racing-underground.com http://special.pwtorrents.net ( Wrestling ) http://sport-scene.net http://tenyardtorrents.com ( NFL , NCAA , CFL ) http://tracker.fullcontactzone.com ( MMA ) http://worldboxingvideoarchive.com http://extremebits.org ( extreme sports ) http://xtremewrestlingtorrents.net ( Wrestling ) http://dontchill.net http://mma-tracker.org MMA http://www.extremebits.org/ ( extreme sports movies ) http://www.titaniumtorrents.net MMA / TV mostly Other http://audionews.ru ( audio applications ) http://proaudiotorrents.org ( audio applications ) http://gfxnews.ru ( 2d / 3d graphics software ) http://proeditor.51.net ( graphics / design ) http://docs.torrents.ro ( graphics / design ) http://conspiracycentral.net http://christiantorrents.com http://chomskytorrents.org ( Documentaries ) http://inkrecharge.com ( Radio ? ) http://ipodnova.tv ( iPod Video ) http://linuxtracker.org http://pianosheets.org http://www.podtropolis.com ( iPod Video ) http://pokerbits.org http://thepokerbay.org http://zcultfm.com ( No tracker anymore ? ) http://kinozal.ws ( Russian ) http://thevault.bz ( business , finance , marketing , advertising ) http://theplace.bz ( seduction , psychology , self-help etc ) http://music-vid.com ( music videos ) 	0
OC	238	Condolences . 	0
OC	239	this is really very very nice : D 	0
OC	240	Hope you and Tim have a very very happy christmas ( and christmas eve ) in lovely Halifax ! 	0
OC	241	I love the leaves , the cardinal , and her hair the best . 	0
OC	242	This is so gorgeous ! 	0
OC	243	boch ! 	0
OC	244	I am excited to get the card ! 	0
OC	245	apply to the wildcat to do comics ! 	0
OC	246	As the trade mark saying goes , GAG ME WITH A SPOON ! 	0
OC	247	I remain utterly croggled that you In Edmonton have cleanskies in Oxford on your friends list , and I don ' t think you connected through me . . . Isn ' t the net wonderful ? 	1
OC	248	* Hugs * I ' m glad you ' re safe ! 	0
OC	249	Yeah , it ' s the monstrous panther head that does it . 	0
OC	250	Sigh , look at y ' all all grown up ! 	0
OC	251	Vale , Bodgeo Fantastico . 	0
OC	252	You were a veritable prince amongst cats . 	0
OC	253	I generally proofread everything I do , so in retrospect I ' m not sure what I was thinking . 	1
OC	254	Yeah--kids are asking when they will see " Miss Chris " 	0
OC	255	series ! 	0
OC	256	yay ! 	0
OC	257	finally ! 	0
OC	258	I ' m from safans . 	0
OC	259	Mackenzie . 	0
OC	260	( : 	0
OC	261	c ) You have what seems like no inhibition , which is a trait I ' m envious of . d ) When you jokingly offered me and Devin coke when we first met , and I thought you were being half serious . 	0
OC	262	It veered dangerously close to being a protest ! 	0
OC	263	I ' m keeping you in my thoughts and prayers . 	0
OC	264	i ' m raoul and i live on the west coast of canada . 	0
OC	265	new zealand ? 	0
OC	266	ok weirdo 	0
OC	267	I hope you feel better soon . 	0
OC	268	* gasp ! * 	0
OC	269	You mean you weren ' t always beating boys off with a stick ? 	0
OC	270	Hey Jennifer-san ! 	0
OC	271	: D 	0
OC	272	I super enjoyed it ! 	0
OC	273	call me on saturday ! 	0
OC	274	i was already having dinner with ara and he didn ' t want to go . oh well . 	0
OC	275	heeeey , i didnt get your message in time ! 	0
OC	276	Spout more local lingua ! 	0
OC	277	well , I was wearing heels . 	0
OC	278	When I had orientation at my Air Force base in Cheyenne , they warned us not to talk about our jobs out with strangers out at the bars , because some of the strangers were KGB agents . 	0
OC	279	f ) I like peg pig . 	0
OC	280	c ) You ' re tenacious , and in spite of the terrible shit I see happen to you you continue to soldier on . d ) At APE when I told you you were an dick to me online when I first met you . 	0
OC	281	A " The Mexico City Policy " ) is gone ! 	0
OC	282	I was holding my breath , hoping it wouldn ' t be left forgotten , or on a list of things for him to get to later . 	0
OC	283	He really does make good on his promises ! 	1
OC	284	Day three in office , and the Global Gag Rule ( A . K . 	0
OC	285	I love that man ! 	1
OC	286	I was going to filter this , but I won ' t be silenced either . 	0
OC	287	He didn ' t wait . 	0
OC	288	He can see the danger and risk in this policy , and the damage it has caused to women and families . 	0
OC	289	b ) The chicken dick . 	0
OC	290	I ' m a health care professional , and this is what I do . 	0
OC	291	You ' ve grown on me since then . 	0
OC	292	My sacrum used to go out every month just before my period . 	0
OC	293	Worst PMS symptom evar . 	0
OC	294	I hate that . 	0
OC	295	Probably , it seems to do pretty much everything else so why the hell not ! 	0
OC	296	Many thanks again . 	0
OC	297	Remember it ' s almost 3 years since I started the night . 	0
OC	298	Even if some dreadful event had occured I ' m pretty sure they still would have gone ahead with their important breaking news Santa story . 	0
OC	299	It was so lame , I felt so ashamed and I wasn ' t even the idiot saying it ! 	0
OC	300	Stupid tv . 	1
OC	301	And the 3rd birthday is going to be a big one . 	1
OC	302	I don ' t even know what it is that makes me miss it because I hate it when I am there . . . but I just miss the smell of non-city life , crunching through leaves in my yard , having the freedom of a car . 	0
OC	303	it makes my chest hurt , too . 	0
OC	304	i miss you : ( 	0
OC	305	ugh . 	0
OC	306	your party ? 	0
OC	307	friday night ! 	0
OC	308	Well , this is my sophomore year . . . . 	0
OC	309	Please do not disturb ! " and we still had four or five kids knock and ring the doorbell . 	0
OC	310	I am uncertain if we should have rolls in church , all I have been offered to eat to date is wafers . 	0
OC	311	This is what happens when your virtual character makes out with virtual aliens . 	0
OC	312	WAS IT WORTH IT ? ? 	0
OC	313	X ) Srsly tho , feel better . 	0
OC	314	< 3 	0
OC	315	* high five * 	0
OC	316	tres exotique ! 	0
OC	317	: D 	0
OC	318	We killed Lich King . 	0
OC	319	P . 	0
OC	320	S : OMFG AVATAR HAUGHAUGHLAGH . 	0
OC	321	Well anyway , I ' ll see if I can find some detailed information about Flickr somewhere . . . 	0
OC	322	Only 200 images ? ? 	0
OC	323	I bandaged it quickly , but then while applying canvas i stapled that same thumb--Its now purpley blue for lack of blood- - The funny thing is i didnt realize i stapled it til i noticed the blood dripping onto the canvas- - OooowwWW 	0
OC	324	While making stretchers i managed to slice my thumb with the saw . 	0
OC	325	But dont take my word for it , im just a fucked up little girl . 	0
OC	326	I am 86% sure i will end up in New York City . 	0
OC	327	Ive engorged myself into my art . 	0
OC	328	I have less then two months left of school , Castleton is slowly descending into a mere memory as opposed to a pathetic present . 	0
OC	329	Ive dropped my - myspace - realized i need to be more socially independent . 	0
OC	330	I am taking a hiatus from the online world . 	0
OC	331	Ive made atleast twenty pros and cons charts , and they all seem to even out . 	0
OC	332	I still havent quite figured out whats going on Next year between the City and Savannah , i have heard ups and downs from both schools which doesnt really help . 	0
OC	333	but i think june 12th [ monday ] i could meet you downtown oakville for le cafe et hole punching : ) prolly around 2 : 30ish i think . 	0
OC	334	i will have to look into it because i have some appnts that day . 	1
OC	335	sounds good ? 	0
OC	336	what do you think ? 	0
OC	337	but let me just make sure with everything ok girl ? 	0
OC	338	: D 	0
OC	339	Perfect for wisconsin ! 	0
OC	340	Let me Break In for Bongos . 	0
OC	341	When DO you get back ? 	0
OC	342	At least my DS could be justified with more awesome games . 	0
OC	343	I was also mildly ashamed when I got my PSP . 	0
OC	344	♥ 	0
OC	345	i r jealous . 	0
OC	346	this is what your countryside makes me think of : : : . 	0
OC	347	I suppose you could put canadian bacon in kraft dinner and then you ' d * really * be rocking . 	0
OC	348	Hehe ! 	0
OC	349	As far as size it doesn ' t have to be any bigger than 7 or 8 inches , and for the diameter , maybe one and a half inches ? 	0
OC	350	It is hard to say . . . as long as it isn ' t toooo big ! 	0
OC	351	Sorry it took me so long to reply , I hope you haven ' t given up on me . 	0
OC	352	I don ' t have a preference as far as what kind of wood . 	0
OC	353	Thanks . 	0
OC	354	: ) 	0
OC	355	Seriously - - the reason Separation of Church and state was brought about was to protect the citizens ' practice of religion . . . be it Christianity , Judaisim , Islam , Buddism , Hinduism , etc . . . 	0
OC	356	Why should one religion have more legislative influence than any other ? 	1
OC	357	I ' ll take extra good care of these ones ; ; Something is stuck in customs~ I think it is my Angelic Pretty OP . . . 	0
OC	358	Haa I can ' t get it out until the weekend ; _ ; It keeps raining lately ! 	0
OC	359	My parents came to visit yesterday , they bought Leek some clothes and a new watch . 	0
OC	360	We then went to eat sushi buffet together . 	0
OC	361	Photoshoot with Nyaako , a Candy Parlour phototheme ! 	0
OC	362	Omake : Nyaako : * vomits everywhere * D : Hoax : . . . . . . . . . . . . . 	0
OC	363	º____º I want Baby ' s new Friend Usakumya print ! 	0
OC	364	how about some jay garrick in there ? 	0
OC	365	Time for a new logo , guys . 	1
OC	366	Do the wheelchair-bound people of america cry every time they park their car / relive the most horrible experience of their life ( assuming they were run down by a car ) ? 	0
OC	367	Unless I got it wrong , and by parking your car over a stick-figure-cripple you ' re destroying the pain ( ala Upright Citizens Brigade and those Tragedy muffins or whatever ) . 	0
OC	368	You ' re breaking hearts . 	0
OC	369	U betcha , hence the name " Sandgroper " Sandgroper = West Australians : ) 	0
OC	370	fool I could have told you this 	0
OC	371	Also , whoever is responsible for scheduling all Paxon and Stanton events on the same days needs to be shot . 	0
OC	372	♥ Lauren . 	0
OC	373	I can hope I don ' t look like a cake in my dress , but I would still much rather go on a roadtrip than attend my senior prom . 	0
OC	374	Which may be slightly sad . 	0
OC	375	i guess words can ' t grow and change with use , huh ben ? 	0
OC	376	oooooooh . 	0
OC	377	so what you ' re saying is the first batgirl thing WAS a meme , but all the things that get passed around where you tag folks are NOT memes ? 	0
OC	378	even though that ' s what everybody calls them ? 	0
OC	379	i mean , the best i can see you hoping for here is dual definitions , man . 	0
OC	380	At the time I got the PSP , I only wanted it for Dissidia . 	0
OC	381	EXACTLY . 	0
OC	382	D : I can name at least three games I want for the DS . 	0
OC	383	( If you are also going to prime the economy with Keynesian , then you should invest in infrastructure that is more practical than military ) . 	0
OC	384	One does not protest True Free Market Capitalism , because like fairies , it doesn ' t exist . 	1
OC	385	Telling fairies that they don ' t exist is largely regarded as rude . 	0
OC	386	Oh yeah . . . and BRAAAAIIIINNNSSS ! 	0
OC	387	It is " actually existing capitalism " . 	0
OC	388	Just as actually existing capitalism socializes ecological problems . 	0
OC	389	Actually existing capitalists know that their over all economic interests are served by state intervention and investment . 	0
OC	390	Socialists are those wacky people who think that if you are going to socialize losses , you should also socialize gains . 	0
OC	391	♥ 	0
OC	392	Anyone game ? 	0
OC	393	I feel like a good movie and some coffee . 	0
OC	394	: o ) 	0
OC	395	I did osmething in the last problem , I don ' t knwo what , but it all worked out . 	0
OC	396	I totally pwn3d that chem test ! 	1
OC	397	Ran into Henry at the library , , , , , again . . . . . the computer next ot me didn ' t work , , , , , again . . . . that was so weird . 	0
OC	398	Things liek that scare me . 	0
OC	399	I will do that . 	0
OC	400	Ooh , that would be great . 	0
OC	401	I see kayaking . 	0
OC	402	The pictures are great . 	0
OC	403	Seems to me , if it ' s 1 ) , he ' s not serving his cause by going public with it . 	0
OC	404	Either 2 ) , or he ' s being quoted out of context . 	0
OC	405	I think it ' s 2 ) . 	0
OC	406	Or maybe it ' s 3 ) Dudeman , at 85 , is confronted by the fact that many of the people who serve the same Holy Mother Church , people he knows , quite possibly , people in whom a great deal of trust has been placed , have engaged in a massive , heinous conspiracy . 	1
OC	407	I could see that . 	0
OC	408	: ( : ( 	0
